"תוצאות בקטריאליות מדיגום במסגרת פיקוח מדגמי בנחלים, סקרים, שונות ",,,,,,,
קוד נקודה,תאריך דיגום,מדד בקטריאלי,תוצאה     CFU/100 ml,שם נקודה,אתר,,
NS00002031,2022-12-25 12:14:19,קוליפורם צואתי,<1,עין תופחה לפני איגום,סקר ,,
NS00002032,2022-10-24 00:00:00,קוליפורם צואתי,<1,עין תופחה אחרי איגום,סקר ,,
NS00002032,2022-11-06 14:50:52,סטרפטוקוק/אנטרוקוק ממוצא צואתי,<2,עין תופחה אחרי איגום,סקר ,,
NS00002032,2022-11-06 14:50:52,קוליפורם צואתי,<2,עין תופחה אחרי איגום,סקר ,,
NS00001977,2022-03-29 13:56:09,E.coli MUG,1480,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-03-29 13:56:09,קוליפורם צואתי,1480,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-04-11 14:46:04,E.coli MUG,420,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-04-11 14:46:04,קוליפורם צואתי,420,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-04-25 00:00:00,E.coli MUG,840,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-04-25 00:00:00,קוליפורם צואתי,840,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-05-10 14:35:55,E.coli MUG,360,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-05-10 14:35:55,קוליפורם צואתי,360,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-05-23 13:28:03,E.coli MUG,210,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-05-23 13:28:03,קוליפורם צואתי,210,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-06-07 13:27:27,E.coli MUG,360,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-06-07 13:27:27,קוליפורם צואתי,360,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-06-20 00:00:00,E.coli MUG,800,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-06-20 00:00:00,קוליפורם צואתי,800,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-07-04 12:51:00,E.coli MUG,400,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-07-04 12:51:00,קוליפורם צואתי,600,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-07-18 13:40:43,E.coli MUG,690,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-07-18 13:40:43,קוליפורם צואתי,690,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-08-01 13:00:13,E.coli MUG,700,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-08-01 13:00:13,קוליפורם צואתי,700,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-08-15 17:37:25,E.coli MUG,1200,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-08-15 17:37:25,קוליפורם צואתי,1200,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-08-29 12:58:10,E.coli MUG,1300,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-08-29 12:58:10,קוליפורם צואתי,1300,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-09-05 14:26:19,E.coli MUG,1400,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-09-05 14:26:19,קוליפורם צואתי,1400,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-09-19 12:22:11,E.coli MUG,390,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-09-19 12:22:11,קוליפורם צואתי,820,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-10-02 13:26:47,E.coli MUG,2600,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-10-02 13:26:47,קוליפורם צואתי,2600,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-10-18 13:05:27,E.coli MUG,300,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-10-18 13:05:27,קוליפורם צואתי,3000,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-10-30 14:27:18,E.coli MUG,380,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-10-30 14:27:18,קוליפורם צואתי,560,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-11-21 15:48:05,E.coli MUG,4000,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-11-21 15:48:05,קוליפורם צואתי,4000,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-12-18 13:53:50,E.coli MUG,1520,חצבאני שפך לירדן,חצבני,,
NS00001977,2022-12-18 13:53:50,קוליפורם צואתי,1520,חצבאני שפך לירדן,חצבני,,
NS00001900,2022-03-29 13:56:09,E.coli MUG,390,ירדן גשר הדודות,ירדן,,
NS00001900,2022-03-29 13:56:09,קוליפורם צואתי,390,ירדן גשר הדודות,ירדן,,
NS00001900,2022-04-11 14:46:04,E.coli MUG,270,ירדן גשר הדודות,ירדן,,
NS00001900,2022-04-11 14:46:04,קוליפורם צואתי,270,ירדן גשר הדודות,ירדן,,
NS00001900,2022-04-25 00:00:00,E.coli MUG,500,ירדן גשר הדודות,ירדן,,
NS00001900,2022-04-25 00:00:00,קוליפורם צואתי,500,ירדן גשר הדודות,ירדן,,
NS00001900,2022-05-10 14:35:55,E.coli MUG,310,ירדן גשר הדודות,ירדן,,
NS00001900,2022-05-10 14:35:55,קוליפורם צואתי,310,ירדן גשר הדודות,ירדן,,
NS00001900,2022-05-23 13:28:03,E.coli MUG,240,ירדן גשר הדודות,ירדן,,
NS00001900,2022-05-23 13:28:03,קוליפורם צואתי,240,ירדן גשר הדודות,ירדן,,
NS00001900,2022-06-07 13:27:27,E.coli MUG,300,ירדן גשר הדודות,ירדן,,
NS00001900,2022-06-07 13:27:27,קוליפורם צואתי,30,ירדן גשר הדודות,ירדן,,
NS00001900,2022-06-20 00:00:00,E.coli MUG,470,ירדן גשר הדודות,ירדן,,
NS00001900,2022-06-20 00:00:00,קוליפורם צואתי,470,ירדן גשר הדודות,ירדן,,
NS00001900,2022-07-04 12:51:00,E.coli MUG,300,ירדן גשר הדודות,ירדן,,
NS00001900,2022-07-04 12:51:00,קוליפורם צואתי,420,ירדן גשר הדודות,ירדן,,
NS00001900,2022-07-18 13:40:43,E.coli MUG,550,ירדן גשר הדודות,ירדן,,
NS00001900,2022-07-18 13:40:43,קוליפורם צואתי,550,ירדן גשר הדודות,ירדן,,
NS00001900,2022-08-01 13:00:13,E.coli MUG,560,ירדן גשר הדודות,ירדן,,
NS00001900,2022-08-01 13:00:13,קוליפורם צואתי,560,ירדן גשר הדודות,ירדן,,
NS00001900,2022-08-15 17:37:25,E.coli MUG,600,ירדן גשר הדודות,ירדן,,
NS00001900,2022-08-15 17:37:25,קוליפורם צואתי,700,ירדן גשר הדודות,ירדן,,
NS00001900,2022-08-29 12:58:10,E.coli MUG,720,ירדן גשר הדודות,ירדן,,
NS00001900,2022-08-29 12:58:10,קוליפורם צואתי,740,ירדן גשר הדודות,ירדן,,
NS00001900,2022-09-05 14:26:19,E.coli MUG,720,ירדן גשר הדודות,ירדן,,
NS00001900,2022-09-05 14:26:19,קוליפורם צואתי,720,ירדן גשר הדודות,ירדן,,
NS00001900,2022-09-19 12:22:11,E.coli MUG,340,ירדן גשר הדודות,ירדן,,
NS00001900,2022-09-19 12:22:11,קוליפורם צואתי,700,ירדן גשר הדודות,ירדן,,
NS00001900,2022-10-02 13:26:47,E.coli MUG,280,ירדן גשר הדודות,ירדן,,
NS00001900,2022-10-02 13:26:47,קוליפורם צואתי,650,ירדן גשר הדודות,ירדן,,
NS00001900,2022-10-18 13:05:27,E.coli MUG,920,ירדן גשר הדודות,ירדן,,
NS00001900,2022-10-18 13:05:27,קוליפורם צואתי,920,ירדן גשר הדודות,ירדן,,
NS00001900,2022-10-30 14:27:18,E.coli MUG,1000,ירדן גשר הדודות,ירדן,,
NS00001900,2022-10-30 14:27:18,קוליפורם צואתי,1000,ירדן גשר הדודות,ירדן,,
NS00001900,2022-11-21 15:48:05,E.coli MUG,400,ירדן גשר הדודות,ירדן,,
NS00001900,2022-11-21 15:48:05,קוליפורם צואתי,440,ירדן גשר הדודות,ירדן,,
NS00001900,2022-12-18 13:53:50,E.coli MUG,270,ירדן גשר הדודות,ירדן,,
NS00001900,2022-12-18 13:53:50,קוליפורם צואתי,390,ירדן גשר הדודות,ירדן,,
NS00001827,2022-03-29 13:56:09,E.coli MUG,670,אל על מפל שחור,אל על,,
NS00001827,2022-03-29 13:56:09,קוליפורם צואתי,670,אל על מפל שחור,אל על,,
NS00001827,2022-04-11 14:46:04,E.coli MUG,620,אל על מפל שחור,אל על,,
NS00001827,2022-04-11 14:46:04,קוליפורם צואתי,620,אל על מפל שחור,אל על,,
NS00001827,2022-04-25 00:00:00,E.coli MUG,430,אל על מפל שחור,אל על,,
NS00001827,2022-04-25 00:00:00,קוליפורם צואתי,430,אל על מפל שחור,אל על,,
NS00001827,2022-05-10 14:35:55,E.coli MUG,520,אל על מפל שחור,אל על,,
NS00001827,2022-05-10 14:35:55,קוליפורם צואתי,520,אל על מפל שחור,אל על,,
NS00001827,2022-05-23 13:28:03,E.coli MUG,1700,אל על מפל שחור,אל על,,
NS00001827,2022-05-23 13:28:03,קוליפורם צואתי,1700,אל על מפל שחור,אל על,,
NS00001827,2022-06-07 13:27:27,E.coli MUG,470,אל על מפל שחור,אל על,,
NS00001827,2022-06-07 13:27:27,קוליפורם צואתי,470,אל על מפל שחור,אל על,,
NS00001827,2022-06-20 00:00:00,E.coli MUG,2500,אל על מפל שחור,אל על,,
NS00001827,2022-06-20 00:00:00,קוליפורם צואתי,2500,אל על מפל שחור,אל על,,
NS00001827,2022-07-04 12:51:00,E.coli MUG,5000,אל על מפל שחור,אל על,,
NS00001827,2022-07-04 12:51:00,קוליפורם צואתי,5000,אל על מפל שחור,אל על,,
NS00001827,2022-07-18 13:40:43,E.coli MUG,580,אל על מפל שחור,אל על,,
NS00001827,2022-07-18 13:40:43,קוליפורם צואתי,580,אל על מפל שחור,אל על,,
NS00001827,2022-08-01 13:00:13,E.coli MUG,1100,אל על מפל שחור,אל על,,
NS00001827,2022-08-01 13:00:13,קוליפורם צואתי,1100,אל על מפל שחור,אל על,,
NS00001827,2022-08-15 17:37:25,E.coli MUG,4800,אל על מפל שחור,אל על,,
NS00001827,2022-08-15 17:37:25,קוליפורם צואתי,4800,אל על מפל שחור,אל על,,
NS00001827,2022-08-29 12:58:10,E.coli MUG,2400,אל על מפל שחור,אל על,,
NS00001827,2022-08-29 12:58:10,קוליפורם צואתי,2400,אל על מפל שחור,אל על,,
NS00001827,2022-09-05 14:26:19,E.coli MUG,1800,אל על מפל שחור,אל על,,
NS00001827,2022-09-05 14:26:19,קוליפורם צואתי,1800,אל על מפל שחור,אל על,,
NS00001827,2022-09-19 12:22:11,E.coli MUG,1680,אל על מפל שחור,אל על,,
NS00001827,2022-09-19 12:22:11,קוליפורם צואתי,1680,אל על מפל שחור,אל על,,
NS00001827,2022-10-02 13:26:47,E.coli MUG,310,אל על מפל שחור,אל על,,
NS00001827,2022-10-02 13:26:47,קוליפורם צואתי,700,אל על מפל שחור,אל על,,
NS00001827,2022-10-18 13:03:20,E.coli MUG,1020,אל על מפל שחור,אל על,,
NS00001827,2022-10-18 13:03:20,קוליפורם צואתי,1020,אל על מפל שחור,אל על,,
NS00001827,2022-10-30 14:27:18,E.coli MUG,520,אל על מפל שחור,אל על,,
NS00001827,2022-10-30 14:27:18,קוליפורם צואתי,730,אל על מפל שחור,אל על,,
NS00001827,2022-11-21 15:48:05,E.coli MUG,560,אל על מפל שחור,אל על,,
NS00001827,2022-11-21 15:48:05,קוליפורם צואתי,660,אל על מפל שחור,אל על,,
NS00001827,2022-12-18 13:53:50,E.coli MUG,190,אל על מפל שחור,אל על,,
NS00001827,2022-12-18 13:53:50,קוליפורם צואתי,270,אל על מפל שחור,אל על,,
NS00000712,2022-03-29 13:56:09,E.coli MUG,170, זאכי,יהודיה,,
NS00000712,2022-03-29 13:56:09,קוליפורם צואתי,180, זאכי,יהודיה,,
NS00000712,2022-04-11 14:46:04,E.coli MUG,120, זאכי,יהודיה,,
NS00000712,2022-04-11 14:46:04,קוליפורם צואתי,120, זאכי,יהודיה,,
NS00000712,2022-04-25 00:00:00,E.coli MUG,150, זאכי,יהודיה,,
NS00000712,2022-04-25 00:00:00,קוליפורם צואתי,150, זאכי,יהודיה,,
NS00000712,2022-05-10 14:35:55,E.coli MUG,1500, זאכי,יהודיה,,
NS00000712,2022-05-10 14:35:55,קוליפורם צואתי,1500, זאכי,יהודיה,,
NS00000712,2022-05-23 13:28:03,E.coli MUG,2640, זאכי,יהודיה,,
NS00000712,2022-05-23 13:28:03,קוליפורם צואתי,2640, זאכי,יהודיה,,
NS00000712,2022-06-07 13:27:27,E.coli MUG,560, זאכי,יהודיה,,
NS00000712,2022-06-07 13:27:27,קוליפורם צואתי,560, זאכי,יהודיה,,
NS00000712,2022-06-20 00:00:00,E.coli MUG,700, זאכי,יהודיה,,
NS00000712,2022-06-20 00:00:00,קוליפורם צואתי,700, זאכי,יהודיה,,
NS00000712,2022-07-04 12:51:00,E.coli MUG,470, זאכי,יהודיה,,
NS00000712,2022-07-04 12:51:00,קוליפורם צואתי,470, זאכי,יהודיה,,
NS00000712,2022-07-18 13:40:43,E.coli MUG,380, זאכי,יהודיה,,
NS00000712,2022-07-18 13:40:43,קוליפורם צואתי,380, זאכי,יהודיה,,
NS00000712,2022-08-01 13:00:13,E.coli MUG,550, זאכי,יהודיה,,
NS00000712,2022-08-01 13:00:13,קוליפורם צואתי,570, זאכי,יהודיה,,
NS00000712,2022-08-15 17:37:25,E.coli MUG,700, זאכי,יהודיה,,
NS00000712,2022-08-15 17:37:25,קוליפורם צואתי,700, זאכי,יהודיה,,
NS00000712,2022-08-29 12:58:10,E.coli MUG,1250, זאכי,יהודיה,,
NS00000712,2022-08-29 12:58:10,קוליפורם צואתי,1600, זאכי,יהודיה,,
NS00000712,2022-09-05 14:26:19,E.coli MUG,1350, זאכי,יהודיה,,
NS00000712,2022-09-05 14:26:19,קוליפורם צואתי,1350, זאכי,יהודיה,,
NS00000712,2022-09-19 12:22:11,E.coli MUG,2000, זאכי,יהודיה,,
NS00000712,2022-09-19 12:22:11,קוליפורם צואתי,2000, זאכי,יהודיה,,
NS00000712,2022-10-02 13:26:47,E.coli MUG,1600, זאכי,יהודיה,,
NS00000712,2022-10-02 13:26:47,קוליפורם צואתי,1600, זאכי,יהודיה,,
NS00000712,2022-10-18 13:03:20,E.coli MUG,730, זאכי,יהודיה,,
NS00000712,2022-10-18 13:03:20,קוליפורם צואתי,730, זאכי,יהודיה,,
NS00000712,2022-10-30 14:27:18,E.coli MUG,420, זאכי,יהודיה,,
NS00000712,2022-10-30 14:27:18,קוליפורם צואתי,650, זאכי,יהודיה,,
NS00000712,2022-11-21 15:48:05,E.coli MUG,300, זאכי,יהודיה,,
NS00000712,2022-11-21 15:48:05,קוליפורם צואתי,360, זאכי,יהודיה,,
NS00000712,2022-12-18 13:53:50,E.coli MUG,710, זאכי,יהודיה,,
NS00000712,2022-12-18 13:53:50,קוליפורם צואתי,710, זאכי,יהודיה,,
NS00000713,2022-03-29 13:56:09,E.coli MUG,90,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-03-29 13:56:09,קוליפורם צואתי,130,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-04-11 14:46:04,E.coli MUG,290,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-04-11 14:46:04,קוליפורם צואתי,290,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-04-25 00:00:00,E.coli MUG,200,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-04-25 00:00:00,קוליפורם צואתי,250,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-05-10 14:35:55,E.coli MUG,40,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-05-10 14:35:55,קוליפורם צואתי,180,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-05-23 13:28:03,E.coli MUG,350,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-05-23 13:28:03,קוליפורם צואתי,350,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-06-07 13:27:27,E.coli MUG,270,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-06-07 13:27:27,קוליפורם צואתי,270,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-06-20 00:00:00,E.coli MUG,420,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-06-20 00:00:00,קוליפורם צואתי,420,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-07-04 12:51:00,E.coli MUG,1130,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-07-04 12:51:00,קוליפורם צואתי,1130,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-07-18 13:40:43,E.coli MUG,140,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-07-18 13:40:43,קוליפורם צואתי,360,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-08-01 13:00:13,E.coli MUG,130,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-08-01 13:00:13,קוליפורם צואתי,370,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-08-15 17:37:25,E.coli MUG,90,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-08-15 17:37:25,קוליפורם צואתי,150,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-08-29 12:58:10,E.coli MUG,150,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-08-29 12:58:10,קוליפורם צואתי,310,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-09-05 14:26:19,E.coli MUG,400,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-09-05 14:26:19,קוליפורם צואתי,460,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-09-19 12:22:11,E.coli MUG,210,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-09-19 12:22:11,קוליפורם צואתי,390,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-10-02 13:26:47,E.coli MUG,150,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-10-02 13:26:47,קוליפורם צואתי,370,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-10-18 13:03:20,E.coli MUG,370,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-10-18 13:03:20,קוליפורם צואתי,370,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-10-30 14:27:18,E.coli MUG,340,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-10-30 14:27:18,קוליפורם צואתי,460,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-11-21 15:48:05,E.coli MUG,310,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-11-21 15:48:05,קוליפורם צואתי,480,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-12-18 13:53:50,E.coli MUG,250,יהודיה מפל יהודיה,יהודיה,,
NS00000713,2022-12-18 13:53:50,קוליפורם צואתי,520,יהודיה מפל יהודיה,יהודיה,,
NS00000714,2022-03-29 13:56:09,E.coli MUG,440,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-03-29 13:56:09,קוליפורם צואתי,470,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-04-11 14:46:04,E.coli MUG,160,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-04-11 14:46:04,קוליפורם צואתי,160,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-04-25 00:00:00,E.coli MUG,500,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-04-25 00:00:00,קוליפורם צואתי,530,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-05-10 14:35:55,E.coli MUG,220,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-05-10 14:35:55,קוליפורם צואתי,220,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-05-23 13:28:03,E.coli MUG,340,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-05-23 13:28:03,קוליפורם צואתי,340,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-06-07 13:27:27,E.coli MUG,340,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-06-07 13:27:27,קוליפורם צואתי,340,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-06-20 00:00:00,E.coli MUG,900,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-06-20 00:00:00,קוליפורם צואתי,900,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-07-04 12:51:00,E.coli MUG,230,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-07-04 12:51:00,קוליפורם צואתי,350,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-07-18 13:40:43,E.coli MUG,600,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-07-18 13:40:43,קוליפורם צואתי,600,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-08-01 13:00:13,E.coli MUG,500,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-08-01 13:00:13,קוליפורם צואתי,580,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-08-15 17:37:25,E.coli MUG,800,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-08-15 17:37:25,קוליפורם צואתי,800,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-08-29 12:58:10,E.coli MUG,1100,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-08-29 12:58:10,קוליפורם צואתי,1100,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-09-05 14:26:19,E.coli MUG,1200,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-09-05 14:26:19,קוליפורם צואתי,1200,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-09-19 12:22:11,E.coli MUG,490,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-09-19 12:22:11,קוליפורם צואתי,1040,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-10-02 13:26:47,E.coli MUG,330,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-10-02 13:26:47,קוליפורם צואתי,3400,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-10-18 13:03:20,E.coli MUG,1200,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-10-18 13:03:20,קוליפורם צואתי,1200,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-10-30 14:27:18,E.coli MUG,300,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-10-30 14:27:18,קוליפורם צואתי,500,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-11-06 14:50:52,E.coli MUG,400,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-11-06 14:50:52,סטרפטוקוק/אנטרוקוק ממוצא צואתי,380,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-11-06 14:50:52,קוליפורם צואתי,500,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-11-21 15:48:05,E.coli MUG,300,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-11-21 15:48:05,סטרפטוקוק/אנטרוקוק ממוצא צואתי,200,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-11-21 15:48:05,קוליפורם צואתי,350,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-11-28 14:02:32,E.coli MUG,1000,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-11-28 14:02:32,סטרפטוקוק/אנטרוקוק ממוצא צואתי,630,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-11-28 14:02:32,קוליפורם צואתי,1200,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-12-05 12:37:28,E.coli MUG,300,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-12-05 12:37:28,סטרפטוקוק/אנטרוקוק ממוצא צואתי,250,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-12-05 12:37:28,קוליפורם צואתי,510,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-12-11 14:11:20,E.coli MUG,370,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-12-11 14:11:20,סטרפטוקוק/אנטרוקוק ממוצא צואתי,160,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-12-11 14:11:20,קוליפורם צואתי,370,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-12-18 13:53:50,E.coli MUG,200,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-12-18 13:53:50,סטרפטוקוק/אנטרוקוק ממוצא צואתי,30,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-12-18 13:53:50,קוליפורם צואתי,440,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-12-25 12:14:19,E.coli MUG,380,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-12-25 12:14:19,סטרפטוקוק/אנטרוקוק ממוצא צואתי,150,ירדן גשר אריק,ירדן טבריה,,
NS00000714,2022-12-25 12:14:19,קוליפורם צואתי,380,ירדן גשר אריק,ירדן טבריה,,
NS00000719,2022-03-29 13:56:09,E.coli MUG,50,מג'רסה,מג'רסה,,
NS00000719,2022-03-29 13:56:09,קוליפורם צואתי,100,מג'רסה,מג'רסה,,
NS00000719,2022-04-11 14:46:04,E.coli MUG,60,מג'רסה,מג'רסה,,
NS00000719,2022-04-11 14:46:04,קוליפורם צואתי,100,מג'רסה,מג'רסה,,
NS00000719,2022-04-25 00:00:00,E.coli MUG,150,מג'רסה,מג'רסה,,
NS00000719,2022-04-25 00:00:00,קוליפורם צואתי,210,מג'רסה,מג'רסה,,
NS00000719,2022-05-10 14:35:55,E.coli MUG,210,מג'רסה,מג'רסה,,
NS00000719,2022-05-10 14:35:55,קוליפורם צואתי,210,מג'רסה,מג'רסה,,
NS00000719,2022-05-23 13:28:03,E.coli MUG,220,מג'רסה,מג'רסה,,
NS00000719,2022-05-23 13:28:03,E.coli MUG,440,מג'רסה,מג'רסה,,
NS00000719,2022-05-23 13:28:03,קוליפורם צואתי,220,מג'רסה,מג'רסה,,
NS00000719,2022-05-23 13:28:03,קוליפורם צואתי,440,מג'רסה,מג'רסה,,
NS00000719,2022-06-07 13:27:27,E.coli MUG,300,מג'רסה,מג'רסה,,
NS00000719,2022-06-07 13:27:27,קוליפורם צואתי,300,מג'רסה,מג'רסה,,
NS00000719,2022-06-20 00:00:00,E.coli MUG,290,מג'רסה,מג'רסה,,
NS00000719,2022-06-20 00:00:00,קוליפורם צואתי,290,מג'רסה,מג'רסה,,
NS00000719,2022-07-04 12:51:00,E.coli MUG,180,מג'רסה,מג'רסה,,
NS00000719,2022-07-04 12:51:00,קוליפורם צואתי,250,מג'רסה,מג'רסה,,
NS00000719,2022-07-18 13:40:43,E.coli MUG,90,מג'רסה,מג'רסה,,
NS00000719,2022-07-18 13:40:43,קוליפורם צואתי,140,מג'רסה,מג'רסה,,
NS00000719,2022-08-01 13:00:13,E.coli MUG,380,מג'רסה,מג'רסה,,
NS00000719,2022-08-01 13:00:13,קוליפורם צואתי,430,מג'רסה,מג'רסה,,
NS00000719,2022-08-15 17:37:25,E.coli MUG,500,מג'רסה,מג'רסה,,
NS00000719,2022-08-15 17:37:25,קוליפורם צואתי,500,מג'רסה,מג'רסה,,
NS00000719,2022-08-16 12:39:29,E.coli MUG,420,מג'רסה,מג'רסה,,
NS00000719,2022-08-16 12:39:29,קוליפורם צואתי,440,מג'רסה,מג'רסה,,
NS00000719,2022-08-29 12:58:10,E.coli MUG,250,מג'רסה,מג'רסה,,
NS00000719,2022-08-29 12:58:10,קוליפורם צואתי,450,מג'רסה,מג'רסה,,
NS00000719,2022-09-05 14:26:19,E.coli MUG,1750,מג'רסה,מג'רסה,,
