"תוצאות בקטריאליות מדיגום במסגרת פיקוח מדגמי בנחלים, סקרים, שונות ",,,,,,,
קוד נקודה,תאריך דיגום,מדד בקטריאלי,תוצאה     CFU/100 ml,שם נקודה,אתר,,
NS00001972,2022-06-20 00:00:00,E.coli MUG,600,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-06-20 00:00:00,קוליפורם צואתי,600,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-07-04 12:51:00,E.coli MUG,500,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-07-04 12:51:00,קוליפורם צואתי,1080,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-07-18 13:40:43,E.coli MUG,800,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-07-18 13:40:43,קוליפורם צואתי,800,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-08-01 13:00:13,E.coli MUG,580,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-08-01 13:00:13,קוליפורם צואתי,580,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-08-15 17:37:25,E.coli MUG,360,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-08-15 17:37:25,קוליפורם צואתי,600,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-08-29 12:58:10,E.coli MUG,800,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-08-29 12:58:10,קוליפורם צואתי,820,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-09-05 14:26:19,E.coli MUG,1250,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-09-05 14:26:19,קוליפורם צואתי,1250,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-09-19 12:22:11,E.coli MUG,400,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-09-19 12:22:11,קוליפורם צואתי,930,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-10-02 13:26:47,E.coli MUG,460,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-10-02 13:26:47,קוליפורם צואתי,1320,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-10-18 13:05:27,E.coli MUG,1340,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-10-18 13:05:27,קוליפורם צואתי,1340,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-10-24 00:00:00,E.coli MUG,2100,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-10-24 00:00:00,קוליפורם צואתי,2100,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-10-30 14:27:18,E.coli MUG,230,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-10-30 14:27:18,קוליפורם צואתי,440,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-11-06 14:50:52,E.coli MUG,500,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-11-06 14:50:52,סטרפטוקוק/אנטרוקוק ממוצא צואתי,430,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-11-06 14:50:52,קוליפורם צואתי,800,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-11-21 15:48:05,E.coli MUG,300,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-11-21 15:48:05,קוליפורם צואתי,380,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-12-18 13:53:50,E.coli MUG,170,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001972,2022-12-18 13:53:50,קוליפורם צואתי,340,חצבאני אחרי תחנה הידרואלקטרית,חצבני,,
NS00001974,2022-04-11 14:46:04,E.coli MUG,520,נחל עיון חניון יוקי,חצבני,,
NS00001974,2022-04-11 14:46:04,קוליפורם צואתי,520,נחל עיון חניון יוקי,חצבני,,
NS00000709,2022-03-29 13:56:09,E.coli MUG,700,ירדן גשר חורי,ירדן,,
NS00000709,2022-03-29 13:56:09,קוליפורם צואתי,760,ירדן גשר חורי,ירדן,,
NS00000709,2022-04-11 14:46:04,E.coli MUG,410,ירדן גשר חורי,ירדן,,
NS00000709,2022-04-11 14:46:04,קוליפורם צואתי,410,ירדן גשר חורי,ירדן,,
NS00000709,2022-04-25 00:00:00,E.coli MUG,350,ירדן גשר חורי,ירדן,,
NS00000709,2022-04-25 00:00:00,קוליפורם צואתי,700,ירדן גשר חורי,ירדן,,
NS00000709,2022-05-10 14:35:55,E.coli MUG,360,ירדן גשר חורי,ירדן,,
NS00000709,2022-05-10 14:35:55,קוליפורם צואתי,360,ירדן גשר חורי,ירדן,,
NS00000709,2022-05-23 13:28:03,E.coli MUG,330,ירדן גשר חורי,ירדן,,
NS00000709,2022-05-23 13:28:03,קוליפורם צואתי,330,ירדן גשר חורי,ירדן,,
NS00000709,2022-06-07 13:27:27,E.coli MUG,360,ירדן גשר חורי,ירדן,,
NS00000709,2022-06-07 13:27:27,קוליפורם צואתי,360,ירדן גשר חורי,ירדן,,
NS00000709,2022-06-20 00:00:00,E.coli MUG,1200,ירדן גשר חורי,ירדן,,
NS00000709,2022-06-20 00:00:00,קוליפורם צואתי,1200,ירדן גשר חורי,ירדן,,
NS00000709,2022-07-04 12:51:00,E.coli MUG,280,ירדן גשר חורי,ירדן,,
NS00000709,2022-07-04 12:51:00,קוליפורם צואתי,400,ירדן גשר חורי,ירדן,,
NS00000709,2022-07-18 13:40:43,E.coli MUG,750,ירדן גשר חורי,ירדן,,
NS00000709,2022-07-18 13:40:43,קוליפורם צואתי,750,ירדן גשר חורי,ירדן,,
NS00000709,2022-08-01 13:00:13,E.coli MUG,1000,ירדן גשר חורי,ירדן,,
NS00000709,2022-08-01 13:00:13,קוליפורם צואתי,1000,ירדן גשר חורי,ירדן,,
NS00000709,2022-08-15 17:37:25,E.coli MUG,900,ירדן גשר חורי,ירדן,,
NS00000709,2022-08-15 17:37:25,קוליפורם צואתי,900,ירדן גשר חורי,ירדן,,
NS00000709,2022-08-29 12:58:10,E.coli MUG,1450,ירדן גשר חורי,ירדן,,
NS00000709,2022-08-29 12:58:10,קוליפורם צואתי,1450,ירדן גשר חורי,ירדן,,
NS00000709,2022-09-05 14:26:19,E.coli MUG,1400,ירדן גשר חורי,ירדן,,
NS00000709,2022-09-05 14:26:19,קוליפורם צואתי,1400,ירדן גשר חורי,ירדן,,
NS00000709,2022-09-19 12:22:11,E.coli MUG,350,ירדן גשר חורי,ירדן,,
NS00000709,2022-09-19 12:22:11,קוליפורם צואתי,1000,ירדן גשר חורי,ירדן,,
NS00000709,2022-10-02 13:26:47,E.coli MUG,2000,ירדן גשר חורי,ירדן,,
NS00000709,2022-10-02 13:26:47,קוליפורם צואתי,2200,ירדן גשר חורי,ירדן,,
NS00000709,2022-10-18 13:03:20,E.coli MUG,630,ירדן גשר חורי,ירדן,,
NS00000709,2022-10-18 13:03:20,קוליפורם צואתי,630,ירדן גשר חורי,ירדן,,
NS00000709,2022-10-30 14:27:18,E.coli MUG,פלטה מכוסה,ירדן גשר חורי,ירדן,,
NS00000709,2022-10-30 14:27:18,קוליפורם צואתי,פלטה מכוסה,ירדן גשר חורי,ירדן,,
NS00000709,2022-11-02 12:21:31,E.coli MUG,1200,ירדן גשר חורי,ירדן,,
NS00000709,2022-11-02 12:21:31,קוליפורם צואתי,1200,ירדן גשר חורי,ירדן,,
NS00000709,2022-11-21 15:48:05,E.coli MUG,330,ירדן גשר חורי,ירדן,,
NS00000709,2022-11-21 15:48:05,קוליפורם צואתי,550,ירדן גשר חורי,ירדן,,
NS00000709,2022-12-18 13:53:50,E.coli MUG,550,ירדן גשר חורי,ירדן,,
NS00000709,2022-12-18 13:53:50,קוליפורם צואתי,550,ירדן גשר חורי,ירדן,,
NS00000710,2022-03-29 13:56:09,E.coli MUG,630,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-03-29 13:56:09,קוליפורם צואתי,900,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-04-11 14:46:04,E.coli MUG,440,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-04-11 14:46:04,קוליפורם צואתי,440,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-04-25 00:00:00,E.coli MUG,480,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-04-25 00:00:00,קוליפורם צואתי,480,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-05-10 14:35:55,E.coli MUG,360,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-05-10 14:35:55,קוליפורם צואתי,360,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-05-23 13:28:03,E.coli MUG,380,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-05-23 13:28:03,קוליפורם צואתי,380,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-06-07 13:27:27,E.coli MUG,410,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-06-07 13:27:27,קוליפורם צואתי,410,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-06-20 00:00:00,E.coli MUG,1300,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-06-20 00:00:00,קוליפורם צואתי,1300,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-07-04 12:51:00,E.coli MUG,280,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-07-04 12:51:00,קוליפורם צואתי,540,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-07-18 13:40:43,E.coli MUG,680,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-07-18 13:40:43,קוליפורם צואתי,680,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-08-01 13:00:13,E.coli MUG,1150,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-08-01 13:00:13,קוליפורם צואתי,1150,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-08-15 17:37:25,E.coli MUG,1200,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-08-15 17:37:25,קוליפורם צואתי,1200,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-08-29 12:58:10,E.coli MUG,1000,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-08-29 12:58:10,קוליפורם צואתי,1800,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-09-19 12:22:11,E.coli MUG,450,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-09-19 12:22:11,קוליפורם צואתי,1150,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-10-02 13:26:47,E.coli MUG,1800,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-10-02 13:26:47,קוליפורם צואתי,1800,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-10-18 13:03:20,E.coli MUG,1200,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-10-18 13:03:20,קוליפורם צואתי,1200,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-10-30 14:27:18,E.coli MUG,6000,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-10-30 14:27:18,קוליפורם צואתי,6000,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-11-02 12:21:31,E.coli MUG,800,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-11-02 12:21:31,קוליפורם צואתי,800,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-11-21 15:48:05,E.coli MUG,560,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-11-21 15:48:05,קוליפורם צואתי,710,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-12-18 13:53:50,E.coli MUG,530,ירדן מיצד עטרת,ירדן,,
NS00000710,2022-12-18 13:53:50,קוליפורם צואתי,530,ירדן מיצד עטרת,ירדן,,
NS00001867,2022-03-29 13:56:09,E.coli MUG,910,ירדן גשר החמישה,ירדן,,
NS00001867,2022-03-29 13:56:09,קוליפורם צואתי,970,ירדן גשר החמישה,ירדן,,
NS00001867,2022-04-11 14:46:04,E.coli MUG,470,ירדן גשר החמישה,ירדן,,
NS00001867,2022-04-11 14:46:04,קוליפורם צואתי,470,ירדן גשר החמישה,ירדן,,
NS00001867,2022-04-25 00:00:00,E.coli MUG,200,ירדן גשר החמישה,ירדן,,
NS00001867,2022-04-25 00:00:00,קוליפורם צואתי,280,ירדן גשר החמישה,ירדן,,
NS00001867,2022-05-10 14:35:55,E.coli MUG,280,ירדן גשר החמישה,ירדן,,
NS00001867,2022-05-10 14:35:55,קוליפורם צואתי,280,ירדן גשר החמישה,ירדן,,
NS00001867,2022-05-23 13:28:03,E.coli MUG,420,ירדן גשר החמישה,ירדן,,
NS00001867,2022-05-23 13:28:03,קוליפורם צואתי,420,ירדן גשר החמישה,ירדן,,
NS00001867,2022-06-07 13:27:27,E.coli MUG,280,ירדן גשר החמישה,ירדן,,
NS00001867,2022-06-07 13:27:27,קוליפורם צואתי,280,ירדן גשר החמישה,ירדן,,
NS00001867,2022-06-20 00:00:00,E.coli MUG,700,ירדן גשר החמישה,ירדן,,
NS00001867,2022-06-20 00:00:00,קוליפורם צואתי,700,ירדן גשר החמישה,ירדן,,
NS00001867,2022-07-04 12:51:00,E.coli MUG,330,ירדן גשר החמישה,ירדן,,
NS00001867,2022-07-04 12:51:00,קוליפורם צואתי,520,ירדן גשר החמישה,ירדן,,
NS00001867,2022-07-18 13:40:43,E.coli MUG,640,ירדן גשר החמישה,ירדן,,
NS00001867,2022-07-18 13:40:43,קוליפורם צואתי,640,ירדן גשר החמישה,ירדן,,
NS00001867,2022-08-01 13:00:13,E.coli MUG,1250,ירדן גשר החמישה,ירדן,,
NS00001867,2022-08-01 13:00:13,קוליפורם צואתי,1250,ירדן גשר החמישה,ירדן,,
NS00001867,2022-08-15 17:37:25,E.coli MUG,1150,ירדן גשר החמישה,ירדן,,
NS00001867,2022-08-15 17:37:25,קוליפורם צואתי,1150,ירדן גשר החמישה,ירדן,,
NS00001867,2022-08-29 12:58:10,E.coli MUG,1500,ירדן גשר החמישה,ירדן,,
NS00001867,2022-08-29 12:58:10,קוליפורם צואתי,1550,ירדן גשר החמישה,ירדן,,
NS00001867,2022-09-05 14:26:19,E.coli MUG,1640,ירדן גשר החמישה,ירדן,,
NS00001867,2022-09-05 14:26:19,קוליפורם צואתי,1640,ירדן גשר החמישה,ירדן,,
NS00001867,2022-09-19 12:22:11,E.coli MUG,400,ירדן גשר החמישה,ירדן,,
NS00001867,2022-09-19 12:22:11,קוליפורם צואתי,1160,ירדן גשר החמישה,ירדן,,
NS00001867,2022-10-02 13:26:47,E.coli MUG,2500,ירדן גשר החמישה,ירדן,,
NS00001867,2022-10-02 13:26:47,קוליפורם צואתי,2960,ירדן גשר החמישה,ירדן,,
NS00001867,2022-10-18 13:03:20,E.coli MUG,1000,ירדן גשר החמישה,ירדן,,
NS00001867,2022-10-18 13:03:20,קוליפורם צואתי,1000,ירדן גשר החמישה,ירדן,,
NS00001867,2022-10-30 14:27:18,E.coli MUG,פלטה מכוסה,ירדן גשר החמישה,ירדן,,
NS00001867,2022-10-30 14:27:18,קוליפורם צואתי,פלטה מכוסה,ירדן גשר החמישה,ירדן,,
NS00001867,2022-11-02 12:21:31,E.coli MUG,670,ירדן גשר החמישה,ירדן,,
NS00001867,2022-11-02 12:21:31,קוליפורם צואתי,670,ירדן גשר החמישה,ירדן,,
NS00001867,2022-11-21 15:48:05,E.coli MUG,800,ירדן גשר החמישה,ירדן,,
NS00001867,2022-11-21 15:48:05,קוליפורם צואתי,800,ירדן גשר החמישה,ירדן,,
NS00001867,2022-12-18 13:53:50,E.coli MUG,500,ירדן גשר החמישה,ירדן,,
NS00001867,2022-12-18 13:53:50,קוליפורם צואתי,500,ירדן גשר החמישה,ירדן,,
NS00001868,2022-03-29 13:56:09,E.coli MUG,840,ירדן גשר יוסף,ירדן,,
NS00001868,2022-03-29 13:56:09,קוליפורם צואתי,840,ירדן גשר יוסף,ירדן,,
NS00001868,2022-04-11 14:46:04,E.coli MUG,500,ירדן גשר יוסף,ירדן,,
NS00001868,2022-04-11 14:46:04,קוליפורם צואתי,500,ירדן גשר יוסף,ירדן,,
NS00001868,2022-04-25 00:00:00,E.coli MUG,150,ירדן גשר יוסף,ירדן,,
NS00001868,2022-04-25 00:00:00,קוליפורם צואתי,370,ירדן גשר יוסף,ירדן,,
NS00001868,2022-05-10 14:35:55,E.coli MUG,240,ירדן גשר יוסף,ירדן,,
NS00001868,2022-05-10 14:35:55,קוליפורם צואתי,240,ירדן גשר יוסף,ירדן,,
NS00001868,2022-05-23 13:28:03,E.coli MUG,260,ירדן גשר יוסף,ירדן,,
NS00001868,2022-05-23 13:28:03,קוליפורם צואתי,260,ירדן גשר יוסף,ירדן,,
NS00001868,2022-06-07 13:27:27,E.coli MUG,340,ירדן גשר יוסף,ירדן,,
NS00001868,2022-06-07 13:27:27,קוליפורם צואתי,340,ירדן גשר יוסף,ירדן,,
NS00001868,2022-06-20 00:00:00,E.coli MUG,1000,ירדן גשר יוסף,ירדן,,
NS00001868,2022-06-20 00:00:00,קוליפורם צואתי,1000,ירדן גשר יוסף,ירדן,,
NS00001868,2022-07-04 12:51:00,E.coli MUG,290,ירדן גשר יוסף,ירדן,,
NS00001868,2022-07-04 12:51:00,קוליפורם צואתי,490,ירדן גשר יוסף,ירדן,,
NS00001868,2022-07-18 13:40:43,E.coli MUG,490,ירדן גשר יוסף,ירדן,,
NS00001868,2022-07-18 13:40:43,קוליפורם צואתי,490,ירדן גשר יוסף,ירדן,,
NS00001868,2022-08-01 13:00:13,E.coli MUG,700,ירדן גשר יוסף,ירדן,,
NS00001868,2022-08-01 13:00:13,קוליפורם צואתי,700,ירדן גשר יוסף,ירדן,,
NS00001868,2022-08-15 17:37:25,E.coli MUG,900,ירדן גשר יוסף,ירדן,,
NS00001868,2022-08-15 17:37:25,קוליפורם צואתי,900,ירדן גשר יוסף,ירדן,,
NS00001868,2022-08-29 12:58:10,E.coli MUG,1200,ירדן גשר יוסף,ירדן,,
NS00001868,2022-08-29 12:58:10,קוליפורם צואתי,1400,ירדן גשר יוסף,ירדן,,
NS00001868,2022-09-05 14:26:19,E.coli MUG,1350,ירדן גשר יוסף,ירדן,,
NS00001868,2022-09-05 14:26:19,קוליפורם צואתי,1350,ירדן גשר יוסף,ירדן,,
NS00001868,2022-09-19 12:22:11,E.coli MUG,450,ירדן גשר יוסף,ירדן,,
NS00001868,2022-09-19 12:22:11,קוליפורם צואתי,1160,ירדן גשר יוסף,ירדן,,
NS00001868,2022-10-02 13:26:47,E.coli MUG,2500,ירדן גשר יוסף,ירדן,,
NS00001868,2022-10-02 13:26:47,קוליפורם צואתי,2520,ירדן גשר יוסף,ירדן,,
NS00001868,2022-10-18 13:03:20,E.coli MUG,2000,ירדן גשר יוסף,ירדן,,
NS00001868,2022-10-18 13:03:20,קוליפורם צואתי,2000,ירדן גשר יוסף,ירדן,,
NS00001868,2022-10-30 14:27:18,E.coli MUG,3000,ירדן גשר יוסף,ירדן,,
NS00001868,2022-10-30 14:27:18,קוליפורם צואתי,3000,ירדן גשר יוסף,ירדן,,
NS00001868,2022-11-02 12:21:31,E.coli MUG,940,ירדן גשר יוסף,ירדן,,
NS00001868,2022-11-02 12:21:31,קוליפורם צואתי,940,ירדן גשר יוסף,ירדן,,
NS00001868,2022-11-21 15:48:05,E.coli MUG,2520,ירדן גשר יוסף,ירדן,,
NS00001868,2022-11-21 15:48:05,קוליפורם צואתי,2520,ירדן גשר יוסף,ירדן,,
NS00001868,2022-12-18 13:53:50,E.coli MUG,800,ירדן גשר יוסף,ירדן,,
NS00001868,2022-12-18 13:53:50,קוליפורם צואתי,800,ירדן גשר יוסף,ירדן,,
NS00001973,2022-12-11 14:11:20,E.coli MUG,30,נחל עיון כניסה מלבנון,עיון,,
NS00001973,2022-12-11 14:11:20,סטרפטוקוק/אנטרוקוק ממוצא צואתי,50,נחל עיון כניסה מלבנון,עיון,,
NS00001973,2022-12-11 14:11:20,קוליפורם צואתי,60,נחל עיון כניסה מלבנון,עיון,,
NS00001973,2022-12-18 13:53:50,E.coli MUG,80,נחל עיון כניסה מלבנון,עיון,,
NS00001973,2022-12-18 13:53:50,סטרפטוקוק/אנטרוקוק ממוצא צואתי,70,נחל עיון כניסה מלבנון,עיון,,
NS00001973,2022-12-18 13:53:50,קוליפורם צואתי,220,נחל עיון כניסה מלבנון,עיון,,
NS00001973,2022-12-25 12:14:19,E.coli MUG,300,נחל עיון כניסה מלבנון,עיון,,
NS00001973,2022-12-25 12:14:19,סטרפטוקוק/אנטרוקוק ממוצא צואתי,250,נחל עיון כניסה מלבנון,עיון,,
NS00001973,2022-12-25 12:14:19,קוליפורם צואתי,340,נחל עיון כניסה מלבנון,עיון,,
NS00002029,2022-10-24 08:56:37,E.coli MUG,130,ראס אל נבע,סקר ,,
NS00002029,2022-10-24 08:56:37,קוליפורם צואתי,200,ראס אל נבע,סקר ,,
NS00002029,2022-11-06 14:50:52,E.coli MUG,40,ראס אל נבע,סקר ,,
NS00002029,2022-11-06 14:50:52,סטרפטוקוק/אנטרוקוק ממוצא צואתי,50,ראס אל נבע,סקר ,,
NS00002029,2022-11-06 14:50:52,קוליפורם צואתי,90,ראס אל נבע,סקר ,,
NS00002029,2022-11-21 15:48:05,E.coli MUG,100,ראס אל נבע,סקר ,,
NS00002029,2022-11-21 15:48:05,סטרפטוקוק/אנטרוקוק ממוצא צואתי,<1,ראס אל נבע,סקר ,,
NS00002029,2022-11-21 15:48:05,קוליפורם צואתי,140,ראס אל נבע,סקר ,,
NS00002029,2022-11-28 14:02:32,E.coli MUG,40,ראס אל נבע,סקר ,,
NS00002029,2022-11-28 14:02:32,סטרפטוקוק/אנטרוקוק ממוצא צואתי,<2,ראס אל נבע,סקר ,,
NS00002029,2022-11-28 14:02:32,קוליפורם צואתי,40,ראס אל נבע,סקר ,,
NS00002029,2022-12-05 08:48:53,E.coli MUG,8000,ראס אל נבע,סקר ,,
NS00002029,2022-12-05 08:48:53,סטרפטוקוק/אנטרוקוק ממוצא צואתי,300,ראס אל נבע,סקר ,,
NS00002029,2022-12-05 08:48:53,קוליפורם צואתי,8000,ראס אל נבע,סקר ,,
NS00002029,2022-12-11 14:11:20,E.coli MUG,300,ראס אל נבע,סקר ,,
NS00002029,2022-12-11 14:11:20,סטרפטוקוק/אנטרוקוק ממוצא צואתי,30,ראס אל נבע,סקר ,,
NS00002029,2022-12-11 14:11:20,קוליפורם צואתי,350,ראס אל נבע,סקר ,,
NS00002029,2022-12-18 13:53:50,E.coli MUG,110,ראס אל נבע,סקר ,,
NS00002029,2022-12-18 13:53:50,סטרפטוקוק/אנטרוקוק ממוצא צואתי,2,ראס אל נבע,סקר ,,
NS00002029,2022-12-18 13:53:50,קוליפורם צואתי,150,ראס אל נבע,סקר ,,
NS00002029,2022-12-25 12:14:19,E.coli MUG,400,ראס אל נבע,סקר ,,
NS00002029,2022-12-25 12:14:19,סטרפטוקוק/אנטרוקוק ממוצא צואתי,70,ראס אל נבע,סקר ,,
NS00002029,2022-12-25 12:14:19,קוליפורם צואתי,440,ראס אל נבע,סקר ,,
NS00002030,2022-10-24 00:00:00,E.coli MUG,2500,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-10-24 00:00:00,קוליפורם צואתי,2500,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-11-06 14:50:52,E.coli MUG,500,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-11-06 14:50:52,סטרפטוקוק/אנטרוקוק ממוצא צואתי,1600,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-11-06 14:50:52,קוליפורם צואתי,600,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-11-21 15:48:05,E.coli MUG,300,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-11-21 15:48:05,סטרפטוקוק/אנטרוקוק ממוצא צואתי,200,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-11-21 15:48:05,קוליפורם צואתי,730,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-11-28 14:02:32,E.coli MUG,950,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-11-28 14:02:32,סטרפטוקוק/אנטרוקוק ממוצא צואתי,1300,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-11-28 14:02:32,קוליפורם צואתי,1200,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-12-05 00:00:00,E.coli MUG,3200,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-12-05 00:00:00,סטרפטוקוק/אנטרוקוק ממוצא צואתי,200,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-12-05 00:00:00,קוליפורם צואתי,3200,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-12-11 14:11:20,E.coli MUG,600,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-12-11 14:11:20,סטרפטוקוק/אנטרוקוק ממוצא צואתי,300,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-12-11 14:11:20,קוליפורם צואתי,670,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-12-18 13:53:50,E.coli MUG,100,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-12-18 13:53:50,סטרפטוקוק/אנטרוקוק ממוצא צואתי,10,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-12-18 13:53:50,קוליפורם צואתי,250,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-12-25 12:14:19,E.coli MUG,500,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-12-25 12:14:19,סטרפטוקוק/אנטרוקוק ממוצא צואתי,200,נחל סער בקעת יעפורי,סקר ,,
NS00002030,2022-12-25 12:14:19,קוליפורם צואתי,550,נחל סער בקעת יעפורי,סקר ,,
NS00002031,2022-10-24 00:00:00,קוליפורם צואתי,<1,עין תופחה לפני איגום,סקר ,,
NS00002031,2022-11-06 14:50:52,סטרפטוקוק/אנטרוקוק ממוצא צואתי,10,עין תופחה לפני איגום,סקר ,,
NS00002031,2022-11-06 14:50:52,קוליפורם צואתי,<2,עין תופחה לפני איגום,סקר ,,
NS00002031,2022-11-21 15:48:05,E.coli MUG,<1,עין תופחה לפני איגום,סקר ,,
NS00002031,2022-11-21 15:48:05,סטרפטוקוק/אנטרוקוק ממוצא צואתי,<1,עין תופחה לפני איגום,סקר ,,
NS00002031,2022-11-21 15:48:05,קוליפורם צואתי,<2,עין תופחה לפני איגום,סקר ,,
NS00002031,2022-12-05 08:41:40,סטרפטוקוק/אנטרוקוק ממוצא צואתי,10,עין תופחה לפני איגום,סקר ,,
NS00002031,2022-12-05 08:41:40,קוליפורם צואתי,<2,עין תופחה לפני איגום,סקר ,,
NS00002031,2022-12-11 14:11:20,סטרפטוקוק/אנטרוקוק ממוצא צואתי,<2,עין תופחה לפני איגום,סקר ,,
NS00002031,2022-12-11 14:11:20,קוליפורם צואתי,<2,עין תופחה לפני איגום,סקר ,,
NS00002031,2022-12-18 13:53:50,E.coli MUG,<1,עין תופחה לפני איגום,סקר ,,
NS00002031,2022-12-18 13:53:50,סטרפטוקוק/אנטרוקוק ממוצא צואתי,<1,עין תופחה לפני איגום,סקר ,,
NS00002031,2022-12-18 13:53:50,קוליפורם צואתי,10,עין תופחה לפני איגום,סקר ,,
NS00002031,2022-12-25 12:14:19,E.coli MUG,<1,עין תופחה לפני איגום,סקר ,,
NS00002031,2022-12-25 12:14:19,סטרפטוקוק/אנטרוקוק ממוצא צואתי,<1,עין תופחה לפני איגום,סקר ,,
