"תוצאות בקטריאליות מדיגום במסגרת פיקוח מדגמי בנחלים, סקרים, שונות ",,,,,,,
קוד נקודה,תאריך דיגום,אנליט,תוצאה CFU/100 ml,שם נקודה,אתר,,
NS00000732,2019-06-10 16:54:48,E.coli MUG,1900,צלמון תחנת קמח,צלמון,,
NS00000732,2019-06-10 16:54:48,קוליפורם צואתי,2500,צלמון תחנת קמח,צלמון,,
NS00000732,2019-06-16 00:00:00,E.coli MUG,1200,צלמון תחנת קמח,צלמון,,
NS00000732,2019-06-16 00:00:00,קוליפורם צואתי,1200,צלמון תחנת קמח,צלמון,,
NS00000732,2019-06-17 13:54:04,E.coli MUG,2000,צלמון תחנת קמח,צלמון,,
NS00000732,2019-06-17 13:54:04,קוליפורם צואתי,2000,צלמון תחנת קמח,צלמון,,
NS00000732,2019-07-02 15:05:44,E.coli MUG,1000,צלמון תחנת קמח,צלמון,,
NS00000732,2019-07-02 15:05:44,קוליפורם צואתי,1100,צלמון תחנת קמח,צלמון,,
NS00000732,2019-07-03 00:00:00,E.coli MUG,600,צלמון תחנת קמח,צלמון,,
NS00000732,2019-07-03 00:00:00,קוליפורם צואתי,600,צלמון תחנת קמח,צלמון,,
NS00000732,2019-07-15 14:24:18,E.coli MUG,1400,צלמון תחנת קמח,צלמון,,
NS00000732,2019-07-15 14:24:18,קוליפורם צואתי,1400,צלמון תחנת קמח,צלמון,,
NS00000732,2019-07-16 15:27:55,E.coli MUG,3300,צלמון תחנת קמח,צלמון,,
NS00000732,2019-07-16 15:27:55,קוליפורם צואתי,3300,צלמון תחנת קמח,צלמון,,
NS00000732,2019-08-05 15:52:40,E.coli MUG,2260,צלמון תחנת קמח,צלמון,,
NS00000732,2019-08-05 15:52:40,קוליפורם צואתי,2260,צלמון תחנת קמח,צלמון,,
NS00000732,2019-08-06 18:51:33,E.coli MUG,1050,צלמון תחנת קמח,צלמון,,
NS00000732,2019-08-06 18:51:33,קוליפורם צואתי,1050,צלמון תחנת קמח,צלמון,,
NS00000732,2019-08-19 09:47:06,E.coli MUG,800,צלמון תחנת קמח,צלמון,,
NS00000732,2019-08-19 09:47:06,קוליפורם צואתי,890,צלמון תחנת קמח,צלמון,,
NS00000732,2019-09-02 14:45:03,E.coli MUG,120,צלמון תחנת קמח,צלמון,,
NS00000732,2019-09-02 14:45:03,קוליפורם צואתי,1700,צלמון תחנת קמח,צלמון,,
NS00000732,2019-09-03 15:49:42,E.coli MUG,740,צלמון תחנת קמח,צלמון,,
NS00000732,2019-09-03 15:49:42,קוליפורם צואתי,740,צלמון תחנת קמח,צלמון,,
NS00000732,2019-09-18 16:44:05,E.coli MUG,450,צלמון תחנת קמח,צלמון,,
NS00000732,2019-09-18 16:44:05,קוליפורם צואתי,830,צלמון תחנת קמח,צלמון,,
NS00000732,2019-10-02 17:19:52,E.coli MUG,500,צלמון תחנת קמח,צלמון,,
NS00000732,2019-10-02 17:19:52,קוליפורם צואתי,630,צלמון תחנת קמח,צלמון,,
NS00000733,2019-06-02 15:55:39,E.coli MUG,600,צלמון בריכת מפל (נקודה מבוטלת),צלמון,,
NS00000733,2019-06-02 15:55:39,קוליפורם צואתי,600,צלמון בריכת מפל (נקודה מבוטלת),צלמון,,
NS00000733,2019-06-16 07:38:47,E.coli MUG,700,צלמון בריכת מפל (נקודה מבוטלת),צלמון,,
NS00000733,2019-06-16 07:38:47,קוליפורם צואתי,700,צלמון בריכת מפל (נקודה מבוטלת),צלמון,,
NS00000734,2019-04-16 16:29:05,קוליפורם צואתי,<1,צלמון ראש המעיין,צלמון,,
NS00000734,2019-05-06 16:33:52,E.coli MUG,10,צלמון ראש המעיין,צלמון,,
NS00000734,2019-05-06 16:33:52,קוליפורם צואתי,10,צלמון ראש המעיין,צלמון,,
NS00000734,2019-05-20 15:42:40,E.coli MUG,10,צלמון ראש המעיין,צלמון,,
NS00000734,2019-05-20 15:42:40,קוליפורם צואתי,40,צלמון ראש המעיין,צלמון,,
NS00000734,2019-06-02 15:55:39,E.coli MUG,10,צלמון ראש המעיין,צלמון,,
NS00000734,2019-06-02 15:55:39,קוליפורם צואתי,10,צלמון ראש המעיין,צלמון,,
NS00000734,2019-07-02 15:05:44,קוליפורם צואתי,<1,צלמון ראש המעיין,צלמון,,
NS00000734,2019-07-15 14:24:18,E.coli MUG,10,צלמון ראש המעיין,צלמון,,
NS00000734,2019-07-15 14:24:18,קוליפורם צואתי,20,צלמון ראש המעיין,צלמון,,
NS00000734,2019-08-05 15:52:40,E.coli MUG,50,צלמון ראש המעיין,צלמון,,
NS00000734,2019-08-05 15:52:40,קוליפורם צואתי,50,צלמון ראש המעיין,צלמון,,
NS00000734,2019-08-19 09:47:06,קוליפורם צואתי,<2,צלמון ראש המעיין,צלמון,,
NS00000734,2019-09-02 14:45:03,E.coli MUG,10,צלמון ראש המעיין,צלמון,,
NS00000734,2019-09-02 14:45:03,קוליפורם צואתי,20,צלמון ראש המעיין,צלמון,,
NS00000734,2019-09-18 16:44:05,E.coli MUG,<2,צלמון ראש המעיין,צלמון,,
NS00000734,2019-09-18 16:44:05,קוליפורם צואתי,140,צלמון ראש המעיין,צלמון,,
NS00000734,2019-10-02 17:19:52,קוליפורם צואתי,<1,צלמון ראש המעיין,צלמון,,
NS00001767,2019-03-26 17:43:42,E.coli MUG,130,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-03-26 17:43:42,קוליפורם צואתי,130,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-04-10 14:21:49,E.coli MUG,300,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-04-10 14:21:49,קוליפורם צואתי,300,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-04-10 14:30:42,E.coli MUG,20,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-04-10 14:30:42,קוליפורם צואתי,20,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-04-16 16:29:05,E.coli MUG,810,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-04-16 16:29:05,קוליפורם צואתי,930,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-04-17 15:02:06,E.coli MUG,480,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-04-17 15:02:06,קוליפורם צואתי,480,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-05-06 16:33:52,E.coli MUG,110,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-05-06 16:33:52,קוליפורם צואתי,130,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-05-20 15:42:40,E.coli MUG,260,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-05-20 15:42:40,קוליפורם צואתי,260,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-06-16 00:00:00,קוליפורם צואתי,<1,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-07-02 15:07:23,E.coli MUG,130,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-07-02 15:07:23,קוליפורם צואתי,250,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-07-15 14:24:18,E.coli MUG,1700,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-07-15 14:24:18,קוליפורם צואתי,1700,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-07-16 15:27:55,E.coli MUG,270,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-07-16 15:27:55,קוליפורם צואתי,880,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-08-05 15:52:40,E.coli MUG,500,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-08-05 15:52:40,קוליפורם צואתי,700,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-08-19 09:47:06,E.coli MUG,450,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-08-19 09:47:06,קוליפורם צואתי,750,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-09-02 14:45:03,E.coli MUG,100,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-09-02 14:45:03,קוליפורם צואתי,300,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-09-18 16:44:05,E.coli MUG,270,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-09-18 16:44:05,קוליפורם צואתי,650,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-10-02 17:19:52,E.coli MUG,630,צלמון ברכת חרוב,צלמון,,
NS00001767,2019-10-02 17:19:52,קוליפורם צואתי,670,צלמון ברכת חרוב,צלמון,,
NS00000728,2019-04-10 14:21:49,E.coli MUG,70,כזיב עין תמיר,כזיב,,
NS00000728,2019-04-10 14:21:49,קוליפורם צואתי,70,כזיב עין תמיר,כזיב,,
NS00000728,2019-04-16 16:29:05,קוליפורם צואתי,<1,כזיב עין תמיר,כזיב,,
NS00000728,2019-05-06 16:33:52,E.coli MUG,80,כזיב עין תמיר,כזיב,,
NS00000728,2019-05-06 16:33:52,קוליפורם צואתי,110,כזיב עין תמיר,כזיב,,
NS00000728,2019-05-20 15:42:40,E.coli MUG,<1,כזיב עין תמיר,כזיב,,
NS00000728,2019-05-20 15:42:40,קוליפורם צואתי,<1,כזיב עין תמיר,כזיב,,
NS00000728,2019-06-02 15:55:39,E.coli MUG,10,כזיב עין תמיר,כזיב,,
NS00000728,2019-06-02 15:55:39,קוליפורם צואתי,10,כזיב עין תמיר,כזיב,,
NS00000728,2019-06-16 00:00:00,E.coli MUG,20,כזיב עין תמיר,כזיב,,
NS00000728,2019-06-16 00:00:00,קוליפורם צואתי,20,כזיב עין תמיר,כזיב,,
NS00000728,2019-07-02 15:07:23,E.coli MUG,10,כזיב עין תמיר,כזיב,,
NS00000728,2019-07-02 15:07:23,קוליפורם צואתי,30,כזיב עין תמיר,כזיב,,
NS00000728,2019-07-15 14:24:18,E.coli MUG,<2,כזיב עין תמיר,כזיב,,
NS00000728,2019-07-15 14:24:18,קוליפורם צואתי,40,כזיב עין תמיר,כזיב,,
NS00000728,2019-08-05 15:52:40,E.coli MUG,<2,כזיב עין תמיר,כזיב,,
NS00000728,2019-08-05 15:52:40,קוליפורם צואתי,50,כזיב עין תמיר,כזיב,,
NS00000728,2019-08-19 09:47:06,E.coli MUG,120,כזיב עין תמיר,כזיב,,
NS00000728,2019-08-19 09:47:06,קוליפורם צואתי,450,כזיב עין תמיר,כזיב,,
NS00000728,2019-09-02 14:45:03,E.coli MUG,90,כזיב עין תמיר,כזיב,,
NS00000728,2019-09-02 14:45:03,קוליפורם צואתי,310,כזיב עין תמיר,כזיב,,
NS00000728,2019-09-18 16:44:05,E.coli MUG,30,כזיב עין תמיר,כזיב,,
NS00000728,2019-09-18 16:44:05,קוליפורם צואתי,30,כזיב עין תמיר,כזיב,,
NS00000728,2019-10-02 17:19:52,קוליפורם צואתי,<1,כזיב עין תמיר,כזיב,,
NS00000729,2019-04-10 14:21:49,E.coli MUG,30,כזיב עין צינור,כזיב,,
NS00000729,2019-04-10 14:21:49,קוליפורם צואתי,30,כזיב עין צינור,כזיב,,
NS00000729,2019-04-16 16:29:05,E.coli MUG,10,כזיב עין צינור,כזיב,,
NS00000729,2019-04-16 16:29:05,קוליפורם צואתי,10,כזיב עין צינור,כזיב,,
NS00000729,2019-05-06 16:33:52,E.coli MUG,40,כזיב עין צינור,כזיב,,
NS00000729,2019-05-06 16:33:52,קוליפורם צואתי,140,כזיב עין צינור,כזיב,,
NS00000729,2019-05-20 15:42:40,E.coli MUG,90,כזיב עין צינור,כזיב,,
NS00000729,2019-05-20 15:42:40,קוליפורם צואתי,110,כזיב עין צינור,כזיב,,
NS00000729,2019-06-02 15:55:39,E.coli MUG,200,כזיב עין צינור,כזיב,,
NS00000729,2019-06-02 15:55:39,קוליפורם צואתי,200,כזיב עין צינור,כזיב,,
NS00000729,2019-06-16 00:00:00,E.coli MUG,150,כזיב עין צינור,כזיב,,
NS00000729,2019-06-16 00:00:00,קוליפורם צואתי,150,כזיב עין צינור,כזיב,,
NS00000729,2019-07-02 15:07:23,E.coli MUG,170,כזיב עין צינור,כזיב,,
NS00000729,2019-07-02 15:07:23,קוליפורם צואתי,200,כזיב עין צינור,כזיב,,
NS00000729,2019-07-15 14:24:18,E.coli MUG,200,כזיב עין צינור,כזיב,,
NS00000729,2019-07-15 14:24:18,קוליפורם צואתי,280,כזיב עין צינור,כזיב,,
NS00000729,2019-08-05 15:52:40,E.coli MUG,800,כזיב עין צינור,כזיב,,
NS00000729,2019-08-05 15:52:40,קוליפורם צואתי,800,כזיב עין צינור,כזיב,,
NS00000729,2019-08-19 09:47:06,E.coli MUG,300,כזיב עין צינור,כזיב,,
NS00000729,2019-08-19 09:47:06,קוליפורם צואתי,300,כזיב עין צינור,כזיב,,
NS00000729,2019-09-02 14:45:03,E.coli MUG,80,כזיב עין צינור,כזיב,,
NS00000729,2019-09-02 14:45:03,קוליפורם צואתי,1200,כזיב עין צינור,כזיב,,
NS00000729,2019-09-03 15:49:42,E.coli MUG,270,כזיב עין צינור,כזיב,,
NS00000729,2019-09-03 15:49:42,קוליפורם צואתי,340,כזיב עין צינור,כזיב,,
NS00000729,2019-09-18 16:44:05,E.coli MUG,160,כזיב עין צינור,כזיב,,
NS00000729,2019-09-18 16:44:05,קוליפורם צואתי,280,כזיב עין צינור,כזיב,,
NS00000729,2019-10-02 17:19:52,E.coli MUG,250,כזיב עין צינור,כזיב,,
NS00000729,2019-10-02 17:19:52,קוליפורם צואתי,280,כזיב עין צינור,כזיב,,
NS00000730,2019-04-10 14:21:49,E.coli MUG,20,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-04-10 14:21:49,קוליפורם צואתי,20,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-04-16 16:29:05,E.coli MUG,50,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-04-16 16:29:05,קוליפורם צואתי,90,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-05-06 16:33:52,E.coli MUG,70,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-05-06 16:33:52,קוליפורם צואתי,70,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-05-20 15:42:40,E.coli MUG,110,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-05-20 15:42:40,קוליפורם צואתי,120,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-06-02 15:55:39,E.coli MUG,400,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-06-02 15:55:39,קוליפורם צואתי,400,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-06-16 00:00:00,E.coli MUG,260,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-06-16 00:00:00,קוליפורם צואתי,260,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-07-02 15:05:44,E.coli MUG,120,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-07-02 15:05:44,קוליפורם צואתי,240,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-07-15 14:24:18,E.coli MUG,500,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-07-15 14:24:18,קוליפורם צואתי,600,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-08-05 15:52:40,E.coli MUG,410,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-08-05 15:52:40,קוליפורם צואתי,460,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-08-19 09:47:06,E.coli MUG,800,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-08-19 09:47:06,קוליפורם צואתי,1140,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-08-21 15:32:46,E.coli MUG,600,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-08-21 15:32:46,קוליפורם צואתי,610,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-09-02 14:45:03,E.coli MUG,50,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-09-02 14:45:03,קוליפורם צואתי,450,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-09-18 16:44:05,E.coli MUG,260,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-09-18 16:44:05,קוליפורם צואתי,450,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-10-02 17:19:52,E.coli MUG,310,כזיב בריכת הדלבים,כזיב,,
NS00000730,2019-10-02 17:19:52,קוליפורם צואתי,340,כזיב בריכת הדלבים,כזיב,,
NS00000731,2019-04-10 14:21:49,E.coli MUG,340,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-04-10 14:21:49,קוליפורם צואתי,340,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-04-16 16:29:05,E.coli MUG,50,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-04-16 16:29:05,קוליפורם צואתי,60,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-05-06 16:33:52,E.coli MUG,<1,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-05-06 16:33:52,קוליפורם צואתי,<1,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-05-20 15:42:40,E.coli MUG,100,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-05-20 15:42:40,קוליפורם צואתי,140,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-06-02 15:55:39,E.coli MUG,350,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-06-02 15:55:39,קוליפורם צואתי,350,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-06-16 00:00:00,E.coli MUG,270,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-06-16 00:00:00,קוליפורם צואתי,270,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-07-02 15:07:23,E.coli MUG,180,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-07-02 15:07:23,קוליפורם צואתי,230,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-07-15 14:24:18,E.coli MUG,230,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-07-15 14:24:18,קוליפורם צואתי,370,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-08-05 15:52:40,E.coli MUG,430,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-08-05 15:52:40,קוליפורם צואתי,430,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-08-19 09:47:06,E.coli MUG,760,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-08-19 09:47:06,קוליפורם צואתי,950,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-09-02 14:45:03,E.coli MUG,<2,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-09-02 14:45:03,קוליפורם צואתי,10,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-09-18 16:44:05,E.coli MUG,100,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-09-18 16:44:05,קוליפורם צואתי,260,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-10-02 17:19:52,E.coli MUG,210,כזיב בריכת עין תמיר,כזיב,,
NS00000731,2019-10-02 17:19:52,קוליפורם צואתי,260,כזיב בריכת עין תמיר,כזיב,,
NS00000736,2019-07-04 14:41:27,E.coli MUG,פלטה מכוסה,גשר כביש 70,נחל צפורי,,
NS00000736,2019-07-04 14:41:27,קוליפורם צואתי,פלטה מכוסה,גשר כביש 70,נחל צפורי,,
NS00000736,2019-10-23 09:49:06,E.coli MUG,700,גשר כביש 70,נחל צפורי,,
NS00000736,2019-10-23 09:49:06,קוליפורם צואתי,1700,גשר כביש 70,נחל צפורי,,
NS00000738,2019-07-04 14:41:27,E.coli MUG,פלטה מכוסה,חיבור עלי אסמעיל מגדוב,נחל צפורי,,
NS00000738,2019-07-04 14:41:27,קוליפורם צואתי,פלטה מכוסה,חיבור עלי אסמעיל מגדוב,נחל צפורי,,
NS00000738,2019-10-23 09:49:06,E.coli MUG,700,חיבור עלי אסמעיל מגדוב,נחל צפורי,,
NS00000738,2019-10-23 09:49:06,קוליפורם צואתי,1450,חיבור עלי אסמעיל מגדוב,נחל צפורי,,
NS00001716,2019-07-04 14:41:27,E.coli MUG,פלטה מכוסה,תחנת הנזירים,נחל צפורי,,
NS00001716,2019-07-04 14:41:27,קוליפורם צואתי,פלטה מכוסה,תחנת הנזירים,נחל צפורי,,
NS00001716,2019-10-23 09:49:06,E.coli MUG,800,תחנת הנזירים,נחל צפורי,,
NS00001716,2019-10-23 09:49:06,קוליפורם צואתי,1500,תחנת הנזירים,נחל צפורי,,
NS00001644,2019-02-24 13:47:50,קוליפורם צואתי,2300,נחל דוד א',נחל דוד,,
NS00001644,2019-04-07 14:49:25,קוליפורם צואתי,900,נחל דוד א',נחל דוד,,
NS00001644,2019-05-28 15:21:50,קוליפורם צואתי,600,נחל דוד א',נחל דוד,,
NS00001644,2019-08-18 16:45:46,קוליפורם צואתי,2000,נחל דוד א',נחל דוד,,
NS00001644,2019-10-27 15:04:05,קוליפורם צואתי,3000,נחל דוד א',נחל דוד,,
NS00001644,2019-12-23 14:53:13,קוליפורם צואתי,1100,נחל דוד א',נחל דוד,,
NS00001645,2019-02-24 13:47:50,קוליפורם צואתי,600,נחל דוד ב',נחל דוד,,
NS00001645,2019-04-07 14:49:25,קוליפורם צואתי,4700,נחל דוד ב',נחל דוד,,
NS00001645,2019-05-28 15:21:50,קוליפורם צואתי,10000,נחל דוד ב',נחל דוד,,
NS00001645,2019-08-18 16:45:46,קוליפורם צואתי,8000,נחל דוד ב',נחל דוד,,
NS00001645,2019-10-27 15:04:05,קוליפורם צואתי,3800,נחל דוד ב',נחל דוד,,
NS00001645,2019-12-23 14:53:13,קוליפורם צואתי,4500,נחל דוד ב',נחל דוד,,
NS00001646,2019-02-24 13:47:50,קוליפורם צואתי,50,נחל ערוגות א',נחל ערוגות,,
NS00001646,2019-04-07 14:49:25,קוליפורם צואתי,40,נחל ערוגות א',נחל ערוגות,,
NS00001646,2019-05-28 15:21:50,קוליפורם צואתי,100,נחל ערוגות א',נחל ערוגות,,
NS00001646,2019-08-18 16:45:46,קוליפורם צואתי,40,נחל ערוגות א',נחל ערוגות,,
NS00001646,2019-10-27 15:04:05,קוליפורם צואתי,340,נחל ערוגות א',נחל ערוגות,,
NS00001646,2019-12-23 14:53:13,קוליפורם צואתי,950,נחל ערוגות א',נחל ערוגות,,
NS00001647,2019-02-24 13:47:50,קוליפורם צואתי,<100,נחל ערוגות ב',נחל ערוגות,,
NS00001647,2019-04-07 14:49:25,קוליפורם צואתי,<10,נחל ערוגות ב',נחל ערוגות,,
NS00001647,2019-05-28 15:21:50,קוליפורם צואתי,<10,נחל ערוגות ב',נחל ערוגות,,
NS00001647,2019-08-18 16:45:46,קוליפורם צואתי,240,נחל ערוגות ב',נחל ערוגות,,
NS00001647,2019-10-27 15:04:05,קוליפורם צואתי,70,נחל ערוגות ב',נחל ערוגות,,
NS00001647,2019-12-23 14:53:13,קוליפורם צואתי,150,נחל ערוגות ב',נחל ערוגות,,
NS00001654,2019-02-24 13:47:50,קוליפורם צואתי,<100,מעיין עין גדי,עין גדי,,
NS00001654,2019-08-18 16:45:46,קוליפורם צואתי,2,מעיין עין גדי,עין גדי,,
