,,,"תוצאות בקטריאליות מדיגום במסגרת פיקוח מדגמי בנחלים, סקרים, שונות ",,
קוד נקודה,תאריך דיגום,מדד בקטריאלי,תוצאה        CFU/100 ml,שם נקודה,אתר
NS00000709,2025-06-03 16:12:20,קוליפורם צואתי,300,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-06-30 12:25:13,E.coli MUG,700,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-06-30 12:25:13,סטרפטוקוק/אנטרוקוק ממוצא צואתי,120,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-06-30 12:25:13,קוליפורם צואתי,930,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-07-01 13:36:51,E.coli MUG,470,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-07-01 13:36:51,קוליפורם צואתי,470,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-07-15 14:37:43,E.coli MUG,720,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-07-15 14:37:43,קוליפורם צואתי,720,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-07-28 13:03:04,E.coli MUG,600,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-07-28 13:03:04,סטרפטוקוק/אנטרוקוק ממוצא צואתי,700,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-07-28 13:03:04,קוליפורם צואתי,600,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-07-29 13:45:56,E.coli MUG,2100,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-07-29 13:45:56,קוליפורם צואתי,2100,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-08-12 15:21:45,E.coli MUG,1800,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-08-12 15:21:45,קוליפורם צואתי,1800,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-08-18 13:20:40,E.coli MUG,2800,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-08-18 13:20:40,סטרפטוקוק/אנטרוקוק ממוצא צואתי,90,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-08-18 13:20:40,קוליפורם צואתי,2800,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-08-26 15:42:07,E.coli MUG,2400,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-08-26 15:42:07,קוליפורם צואתי,2400,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-09-07 12:15:54,E.coli MUG,4000,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-09-07 12:15:54,קוליפורם צואתי,4000,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-09-15 13:33:37,E.coli MUG,1500,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-09-15 13:33:37,סטרפטוקוק/אנטרוקוק ממוצא צואתי,150,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-09-15 13:33:37,קוליפורם צואתי,פלטה מכוסה,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-09-29 16:23:42,E.coli MUG,300,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-09-29 16:23:42,קוליפורם צואתי,850,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-10-15 15:15:59,E.coli MUG,1200,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-10-15 15:15:59,קוליפורם צואתי,1200,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-10-20 11:28:46,E.coli MUG,1100,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-10-20 11:28:46,סטרפטוקוק/אנטרוקוק ממוצא צואתי,100,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-10-20 11:28:46,קוליפורם צואתי,1100,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-11-11 12:49:29,E.coli MUG,1000,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-11-11 12:49:29,קוליפורם צואתי,1000,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-11-17 17:56:18,E.coli MUG,2800,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-11-17 17:56:18,סטרפטוקוק/אנטרוקוק ממוצא צואתי,40,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-11-17 17:56:18,קוליפורם צואתי,2800,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-12-08 13:46:43,E.coli MUG,1100,ירדן גשר הפקק (חורי),ירדן
NS00000709,2025-12-08 13:46:43,קוליפורם צואתי,1100,ירדן גשר הפקק (חורי),ירדן
NS00000710,2025-04-02 13:31:35,E.coli MUG,500,ירדן מצד עתרת,ירדן
NS00000710,2025-04-02 13:31:35,קוליפורם צואתי,520,ירדן מצד עתרת,ירדן
NS00000710,2025-04-22 19:00:25,E.coli MUG,490,ירדן מצד עתרת,ירדן
NS00000710,2025-04-22 19:00:25,קוליפורם צואתי,490,ירדן מצד עתרת,ירדן
NS00000710,2025-05-07 13:51:05,E.coli MUG,370,ירדן מצד עתרת,ירדן
NS00000710,2025-05-07 13:51:05,קוליפורם צואתי,370,ירדן מצד עתרת,ירדן
NS00000710,2025-05-20 09:00:42,E.coli MUG,220,ירדן מצד עתרת,ירדן
NS00000710,2025-05-20 09:00:42,קוליפורם צואתי,360,ירדן מצד עתרת,ירדן
NS00000710,2025-06-03 16:12:20,E.coli MUG,500,ירדן מצד עתרת,ירדן
NS00000710,2025-06-03 16:12:20,קוליפורם צואתי,500,ירדן מצד עתרת,ירדן
NS00000710,2025-07-01 13:36:51,E.coli MUG,2200,ירדן מצד עתרת,ירדן
NS00000710,2025-07-01 13:36:51,קוליפורם צואתי,2200,ירדן מצד עתרת,ירדן
NS00000710,2025-07-15 14:37:43,E.coli MUG,2100,ירדן מצד עתרת,ירדן
NS00000710,2025-07-15 14:37:43,קוליפורם צואתי,2100,ירדן מצד עתרת,ירדן
NS00000710,2025-07-29 13:45:56,E.coli MUG,2800,ירדן מצד עתרת,ירדן
NS00000710,2025-07-29 13:45:56,קוליפורם צואתי,2800,ירדן מצד עתרת,ירדן
NS00000710,2025-08-12 15:21:45,E.coli MUG,3200,ירדן מצד עתרת,ירדן
NS00000710,2025-08-12 15:21:45,קוליפורם צואתי,3200,ירדן מצד עתרת,ירדן
NS00000710,2025-08-26 15:42:07,E.coli MUG,2800,ירדן מצד עתרת,ירדן
NS00000710,2025-08-26 15:42:07,קוליפורם צואתי,2800,ירדן מצד עתרת,ירדן
NS00000710,2025-09-07 12:15:54,E.coli MUG,4000,ירדן מצד עתרת,ירדן
NS00000710,2025-09-07 12:15:54,קוליפורם צואתי,4000,ירדן מצד עתרת,ירדן
NS00000710,2025-09-29 16:23:42,E.coli MUG,450,ירדן מצד עתרת,ירדן
NS00000710,2025-09-29 16:23:42,קוליפורם צואתי,1350,ירדן מצד עתרת,ירדן
NS00000710,2025-10-15 15:15:59,E.coli MUG,1300,ירדן מצד עתרת,ירדן
NS00000710,2025-10-15 15:15:59,קוליפורם צואתי,1300,ירדן מצד עתרת,ירדן
NS00000710,2025-11-11 12:49:29,E.coli MUG,400,ירדן מצד עתרת,ירדן
NS00000710,2025-11-11 12:49:29,קוליפורם צואתי,800,ירדן מצד עתרת,ירדן
NS00000710,2025-12-08 13:46:43,E.coli MUG,1200,ירדן מצד עתרת,ירדן
NS00000710,2025-12-08 13:46:43,קוליפורם צואתי,1200,ירדן מצד עתרת,ירדן
NS00001867,2025-04-02 13:31:35,E.coli MUG,500,ירדן גשר החמישה,ירדן
NS00001867,2025-04-02 13:31:35,קוליפורם צואתי,630,ירדן גשר החמישה,ירדן
NS00001867,2025-04-22 19:00:25,E.coli MUG,400,ירדן גשר החמישה,ירדן
NS00001867,2025-04-22 19:00:25,קוליפורם צואתי,400,ירדן גשר החמישה,ירדן
NS00001867,2025-05-07 13:51:05,E.coli MUG,330,ירדן גשר החמישה,ירדן
NS00001867,2025-05-07 13:51:05,קוליפורם צואתי,330,ירדן גשר החמישה,ירדן
NS00001867,2025-05-20 09:00:42,E.coli MUG,290,ירדן גשר החמישה,ירדן
NS00001867,2025-05-20 09:00:42,קוליפורם צואתי,560,ירדן גשר החמישה,ירדן
NS00001867,2025-06-03 16:12:20,E.coli MUG,1200,ירדן גשר החמישה,ירדן
NS00001867,2025-06-03 16:12:20,קוליפורם צואתי,1200,ירדן גשר החמישה,ירדן
NS00001867,2025-07-01 13:36:51,E.coli MUG,1700,ירדן גשר החמישה,ירדן
NS00001867,2025-07-01 13:36:51,קוליפורם צואתי,1700,ירדן גשר החמישה,ירדן
NS00001867,2025-07-15 14:37:43,E.coli MUG,700,ירדן גשר החמישה,ירדן
NS00001867,2025-07-15 14:37:43,קוליפורם צואתי,700,ירדן גשר החמישה,ירדן
NS00001867,2025-07-29 13:45:56,E.coli MUG,3000,ירדן גשר החמישה,ירדן
NS00001867,2025-07-29 13:45:56,קוליפורם צואתי,3000,ירדן גשר החמישה,ירדן
NS00001867,2025-08-12 15:21:45,E.coli MUG,2000,ירדן גשר החמישה,ירדן
NS00001867,2025-08-12 15:21:45,קוליפורם צואתי,2000,ירדן גשר החמישה,ירדן
NS00001867,2025-08-26 15:42:07,E.coli MUG,120,ירדן גשר החמישה,ירדן
NS00001867,2025-08-26 15:42:07,קוליפורם צואתי,1000,ירדן גשר החמישה,ירדן
NS00001867,2025-09-07 12:15:54,E.coli MUG,2800,ירדן גשר החמישה,ירדן
NS00001867,2025-09-07 12:15:54,קוליפורם צואתי,2800,ירדן גשר החמישה,ירדן
NS00001867,2025-09-29 16:23:42,E.coli MUG,1800,ירדן גשר החמישה,ירדן
NS00001867,2025-09-29 16:23:42,קוליפורם צואתי,1800,ירדן גשר החמישה,ירדן
NS00001867,2025-10-15 15:15:59,E.coli MUG,850,ירדן גשר החמישה,ירדן
NS00001867,2025-10-15 15:15:59,קוליפורם צואתי,850,ירדן גשר החמישה,ירדן
NS00001867,2025-11-11 12:49:29,E.coli MUG,1000,ירדן גשר החמישה,ירדן
NS00001867,2025-11-11 12:49:29,קוליפורם צואתי,1100,ירדן גשר החמישה,ירדן
NS00001867,2025-12-08 13:46:43,E.coli MUG,800,ירדן גשר החמישה,ירדן
NS00001867,2025-12-08 13:46:43,קוליפורם צואתי,800,ירדן גשר החמישה,ירדן
NS00001868,2025-04-02 13:31:35,E.coli MUG,1450,ירדן גשר יוסף,ירדן
NS00001868,2025-04-02 13:31:35,קוליפורם צואתי,1450,ירדן גשר יוסף,ירדן
NS00001868,2025-04-22 19:00:25,E.coli MUG,2800,ירדן גשר יוסף,ירדן
NS00001868,2025-04-22 19:00:25,קוליפורם צואתי,2800,ירדן גשר יוסף,ירדן
NS00001868,2025-05-07 13:51:05,E.coli MUG,1040,ירדן גשר יוסף,ירדן
NS00001868,2025-05-07 13:51:05,קוליפורם צואתי,1040,ירדן גשר יוסף,ירדן
NS00001868,2025-05-20 09:00:42,E.coli MUG,1800,ירדן גשר יוסף,ירדן
NS00001868,2025-05-20 09:00:42,קוליפורם צואתי,1800,ירדן גשר יוסף,ירדן
NS00001868,2025-06-03 16:12:20,E.coli MUG,1550,ירדן גשר יוסף,ירדן
NS00001868,2025-06-03 16:12:20,קוליפורם צואתי,1550,ירדן גשר יוסף,ירדן
NS00001868,2025-07-01 13:36:51,E.coli MUG,5000,ירדן גשר יוסף,ירדן
NS00001868,2025-07-01 13:36:51,קוליפורם צואתי,5000,ירדן גשר יוסף,ירדן
NS00001868,2025-07-15 14:37:43,E.coli MUG,1300,ירדן גשר יוסף,ירדן
NS00001868,2025-07-15 14:37:43,קוליפורם צואתי,1300,ירדן גשר יוסף,ירדן
NS00001868,2025-07-29 13:45:56,E.coli MUG,3500,ירדן גשר יוסף,ירדן
NS00001868,2025-07-29 13:45:56,קוליפורם צואתי,3500,ירדן גשר יוסף,ירדן
NS00001868,2025-08-12 15:21:45,E.coli MUG,3200,ירדן גשר יוסף,ירדן
NS00001868,2025-08-12 15:21:45,קוליפורם צואתי,3200,ירדן גשר יוסף,ירדן
NS00001868,2025-08-26 15:42:07,E.coli MUG,פלטה מכוסה,ירדן גשר יוסף,ירדן
NS00001868,2025-08-26 15:42:07,קוליפורם צואתי,פלטה מכוסה,ירדן גשר יוסף,ירדן
NS00001868,2025-09-07 12:15:54,E.coli MUG,1800,ירדן גשר יוסף,ירדן
NS00001868,2025-09-07 12:15:54,קוליפורם צואתי,1800,ירדן גשר יוסף,ירדן
NS00001868,2025-09-29 16:23:42,E.coli MUG,1300,ירדן גשר יוסף,ירדן
NS00001868,2025-09-29 16:23:42,קוליפורם צואתי,1300,ירדן גשר יוסף,ירדן
NS00001868,2025-10-15 15:15:59,E.coli MUG,900,ירדן גשר יוסף,ירדן
NS00001868,2025-10-15 15:15:59,קוליפורם צואתי,900,ירדן גשר יוסף,ירדן
NS00001868,2025-11-11 12:49:29,E.coli MUG,1200,ירדן גשר יוסף,ירדן
NS00001868,2025-11-11 12:49:29,קוליפורם צואתי,1200,ירדן גשר יוסף,ירדן
NS00001868,2025-12-08 13:46:43,E.coli MUG,900,ירדן גשר יוסף,ירדן
NS00001868,2025-12-08 13:46:43,קוליפורם צואתי,900,ירדן גשר יוסף,ירדן
NS00001977,2025-04-02 13:31:35,E.coli MUG,3200,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-04-02 13:31:35,קוליפורם צואתי,3200,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-04-22 19:00:25,E.coli MUG,5000,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-04-22 19:00:25,קוליפורם צואתי,5000,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-05-07 13:51:05,E.coli MUG,2150,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-05-07 13:51:05,קוליפורם צואתי,2150,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-05-20 09:00:42,E.coli MUG,3000,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-05-20 09:00:42,קוליפורם צואתי,3000,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-06-03 16:12:20,E.coli MUG,3400,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-06-03 16:12:20,קוליפורם צואתי,3400,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-07-01 13:36:51,E.coli MUG,4000,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-07-01 13:36:51,קוליפורם צואתי,4000,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-07-15 14:37:43,E.coli MUG,4500,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-07-15 14:37:43,קוליפורם צואתי,4500,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-07-29 13:45:56,E.coli MUG,1800,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-07-29 13:45:56,קוליפורם צואתי,1800,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-08-12 15:21:45,E.coli MUG,1800,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-08-12 15:21:45,קוליפורם צואתי,1800,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-08-26 15:42:07,E.coli MUG,4800,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-08-26 15:42:07,קוליפורם צואתי,4800,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-09-07 12:15:54,E.coli MUG,1800,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-09-07 12:15:54,קוליפורם צואתי,1800,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-09-29 16:23:42,E.coli MUG,700,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-09-29 16:23:42,קוליפורם צואתי,700,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-10-15 15:15:59,E.coli MUG,1700,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-10-15 15:15:59,קוליפורם צואתי,1700,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-11-11 12:49:29,E.coli MUG,700,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-11-11 12:49:29,קוליפורם צואתי,700,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-12-08 13:46:43,E.coli MUG,800,חצבאני טיילת מפגש הנחלים,חצבני
NS00001977,2025-12-08 13:46:43,קוליפורם צואתי,800,חצבאני טיילת מפגש הנחלים,חצבני
NS00001900,2025-04-02 13:31:35,E.coli MUG,930,ירדן גשר הדודות,ירדן
NS00001900,2025-04-02 13:31:35,קוליפורם צואתי,930,ירדן גשר הדודות,ירדן
NS00001900,2025-04-22 19:00:25,E.coli MUG,190,ירדן גשר הדודות,ירדן
NS00001900,2025-04-22 19:00:25,קוליפורם צואתי,190,ירדן גשר הדודות,ירדן
NS00001900,2025-05-07 13:51:05,E.coli MUG,440,ירדן גשר הדודות,ירדן
NS00001900,2025-05-07 13:51:05,קוליפורם צואתי,440,ירדן גשר הדודות,ירדן
NS00001900,2025-05-20 09:00:42,E.coli MUG,370,ירדן גשר הדודות,ירדן
NS00001900,2025-05-20 09:00:42,קוליפורם צואתי,530,ירדן גשר הדודות,ירדן
NS00001900,2025-06-03 16:12:20,E.coli MUG,750,ירדן גשר הדודות,ירדן
NS00001900,2025-06-03 16:12:20,קוליפורם צואתי,750,ירדן גשר הדודות,ירדן
NS00001900,2025-07-01 13:36:51,E.coli MUG,80,ירדן גשר הדודות,ירדן
NS00001900,2025-07-01 13:36:51,קוליפורם צואתי,200,ירדן גשר הדודות,ירדן
NS00001900,2025-07-15 14:37:43,E.coli MUG,70,ירדן גשר הדודות,ירדן
NS00001900,2025-07-15 14:37:43,קוליפורם צואתי,70,ירדן גשר הדודות,ירדן
NS00001900,2025-07-29 13:45:56,E.coli MUG,100,ירדן גשר הדודות,ירדן
NS00001900,2025-07-29 13:45:56,קוליפורם צואתי,200,ירדן גשר הדודות,ירדן
NS00001900,2025-08-12 15:21:45,E.coli MUG,220,ירדן גשר הדודות,ירדן
NS00001900,2025-08-12 15:21:45,קוליפורם צואתי,380,ירדן גשר הדודות,ירדן
NS00001900,2025-08-26 15:42:07,E.coli MUG,600,ירדן גשר הדודות,ירדן
NS00001900,2025-08-26 15:42:07,קוליפורם צואתי,600,ירדן גשר הדודות,ירדן
NS00001900,2025-09-07 12:15:54,E.coli MUG,1900,ירדן גשר הדודות,ירדן
NS00001900,2025-09-07 12:15:54,קוליפורם צואתי,1900,ירדן גשר הדודות,ירדן
NS00001900,2025-09-29 16:23:42,E.coli MUG,200,ירדן גשר הדודות,ירדן
NS00001900,2025-09-29 16:23:42,קוליפורם צואתי,300,ירדן גשר הדודות,ירדן
NS00001900,2025-10-15 15:15:59,E.coli MUG,120,ירדן גשר הדודות,ירדן
NS00001900,2025-10-15 15:15:59,קוליפורם צואתי,180,ירדן גשר הדודות,ירדן
NS00001900,2025-11-11 12:49:29,E.coli MUG,200,ירדן גשר הדודות,ירדן
NS00001900,2025-11-11 12:49:29,קוליפורם צואתי,200,ירדן גשר הדודות,ירדן
NS00001900,2025-12-08 13:46:43,E.coli MUG,300,ירדן גשר הדודות,ירדן
NS00001900,2025-12-08 13:46:43,קוליפורם צואתי,300,ירדן גשר הדודות,ירדן
NS00002074,2025-01-20 12:35:22,E.coli MUG,300,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-01-20 12:35:22,סטרפטוקוק/אנטרוקוק ממוצא צואתי,170,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-01-20 12:35:22,קוליפורם צואתי,900,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-02-17 16:40:28,E.coli MUG,490,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-02-17 16:40:28,סטרפטוקוק/אנטרוקוק ממוצא צואתי,100,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-02-17 16:40:28,קוליפורם צואתי,570,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-03-17 14:52:40,E.coli MUG,460,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-03-17 14:52:40,סטרפטוקוק/אנטרוקוק ממוצא צואתי,110,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-03-17 14:52:40,קוליפורם צואתי,800,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-04-21 16:52:51,E.coli MUG,1900,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-04-21 16:52:51,סטרפטוקוק/אנטרוקוק ממוצא צואתי,40,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-04-21 16:52:51,קוליפורם צואתי,1900,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-05-12 11:51:34,E.coli MUG,900,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-05-12 11:51:34,סטרפטוקוק/אנטרוקוק ממוצא צואתי,1000,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-05-12 11:51:34,קוליפורם צואתי,900,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-06-30 12:25:13,E.coli MUG,1800,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-06-30 12:25:13,סטרפטוקוק/אנטרוקוק ממוצא צואתי,100,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-06-30 12:25:13,קוליפורם צואתי,1800,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-07-28 13:03:04,E.coli MUG,240,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-07-28 13:03:04,סטרפטוקוק/אנטרוקוק ממוצא צואתי,400,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-07-28 13:03:04,קוליפורם צואתי,240,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-08-18 13:20:40,E.coli MUG,3000,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-08-18 13:20:40,סטרפטוקוק/אנטרוקוק ממוצא צואתי,200,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-08-18 13:20:40,קוליפורם צואתי,3000,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-09-15 13:39:10,E.coli MUG,פלטה מכוסה,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-09-15 13:39:10,סטרפטוקוק/אנטרוקוק ממוצא צואתי,300,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-09-15 13:39:10,קוליפורם צואתי,650,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-10-20 09:11:29,E.coli MUG,200,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-10-20 09:11:29,סטרפטוקוק/אנטרוקוק ממוצא צואתי,100,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-10-20 09:11:29,קוליפורם צואתי,1200,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-11-17 17:56:18,E.coli MUG,3500,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-11-17 17:56:18,סטרפטוקוק/אנטרוקוק ממוצא צואתי,1000,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-11-17 17:56:18,קוליפורם צואתי,3500,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-12-22 13:55:44,E.coli MUG,510,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-12-22 13:55:44,סטרפטוקוק/אנטרוקוק ממוצא צואתי,600,ירדן גשר יוסף (כולירה),ירדן
NS00002074,2025-12-22 13:55:44,קוליפורם צואתי,510,ירדן גשר יוסף (כולירה),ירדן
NS00001827,2025-04-22 19:00:25,E.coli MUG,320,אל על מפל שחור,אל על
NS00001827,2025-04-22 19:00:25,קוליפורם צואתי,320,אל על מפל שחור,אל על
NS00001827,2025-05-07 13:51:05,E.coli MUG,1500,אל על מפל שחור,אל על
NS00001827,2025-05-07 13:51:05,קוליפורם צואתי,1500,אל על מפל שחור,אל על
NS00001827,2025-07-01 13:36:51,E.coli MUG,420,אל על מפל שחור,אל על
NS00001827,2025-07-01 13:36:51,קוליפורם צואתי,420,אל על מפל שחור,אל על
NS00001827,2025-07-15 14:37:43,E.coli MUG,270,אל על מפל שחור,אל על
NS00001827,2025-07-15 14:37:43,קוליפורם צואתי,270,אל על מפל שחור,אל על
NS00001827,2025-07-29 13:45:56,E.coli MUG,220,אל על מפל שחור,אל על
NS00001827,2025-07-29 13:45:56,קוליפורם צואתי,220,אל על מפל שחור,אל על
NS00001827,2025-09-07 12:15:54,E.coli MUG,620,אל על מפל שחור,אל על
NS00001827,2025-09-07 12:15:54,קוליפורם צואתי,620,אל על מפל שחור,אל על
NS00001827,2025-10-15 15:15:59,E.coli MUG,150,אל על מפל שחור,אל על
NS00001827,2025-10-15 15:15:59,קוליפורם צואתי,150,אל על מפל שחור,אל על
NS00001827,2025-11-11 12:49:29,E.coli MUG,300,אל על מפל שחור,אל על
NS00001827,2025-11-11 12:49:29,קוליפורם צואתי,350,אל על מפל שחור,אל על
NS00001827,2025-12-08 09:00:20,E.coli MUG,150,אל על מפל שחור,אל על
NS00001827,2025-12-08 09:00:20,קוליפורם צואתי,350,אל על מפל שחור,אל על
NS00002043,2025-04-02 13:31:35,E.coli MUG,1100,אל על בריכת המפל,אל על
NS00002043,2025-04-02 13:31:35,קוליפורם צואתי,2800,אל על בריכת המפל,אל על
NS00002043,2025-05-20 09:00:42,E.coli MUG,1750,אל על בריכת המפל,אל על
NS00002043,2025-05-20 09:00:42,קוליפורם צואתי,1750,אל על בריכת המפל,אל על
NS00002043,2025-06-03 16:12:20,E.coli MUG,260,אל על בריכת המפל,אל על
NS00002043,2025-06-03 16:12:20,קוליפורם צואתי,260,אל על בריכת המפל,אל על
NS00002043,2025-08-12 15:21:45,E.coli MUG,140,אל על בריכת המפל,אל על
NS00002043,2025-08-12 15:21:45,קוליפורם צואתי,300,אל על בריכת המפל,אל על
NS00002043,2025-08-26 15:42:07,E.coli MUG,3200,אל על בריכת המפל,אל על
NS00002043,2025-08-26 15:42:07,קוליפורם צואתי,3200,אל על בריכת המפל,אל על
NS00002043,2025-09-29 16:23:42,E.coli MUG,250,אל על בריכת המפל,אל על
NS00002043,2025-09-29 16:23:42,קוליפורם צואתי,300,אל על בריכת המפל,אל על
NS00000712,2025-04-02 13:31:35,E.coli MUG,140, זאכי,יהודיה
NS00000712,2025-04-02 13:31:35,קוליפורם צואתי,160, זאכי,יהודיה
NS00000712,2025-04-22 19:00:25,E.coli MUG,370, זאכי,יהודיה
NS00000712,2025-04-22 19:00:25,קוליפורם צואתי,370, זאכי,יהודיה
NS00000712,2025-05-07 13:51:05,E.coli MUG,2100, זאכי,יהודיה
NS00000712,2025-05-07 13:51:05,קוליפורם צואתי,2100, זאכי,יהודיה
NS00000712,2025-05-20 09:00:42,E.coli MUG,1700, זאכי,יהודיה
NS00000712,2025-05-20 09:00:42,קוליפורם צואתי,1700, זאכי,יהודיה
NS00000712,2025-06-03 16:12:20,E.coli MUG,750, זאכי,יהודיה
NS00000712,2025-06-03 16:12:20,קוליפורם צואתי,750, זאכי,יהודיה
NS00000712,2025-07-01 13:36:51,E.coli MUG,210, זאכי,יהודיה
NS00000712,2025-07-01 13:36:51,קוליפורם צואתי,2100, זאכי,יהודיה
NS00000712,2025-07-15 14:37:43,E.coli MUG,750, זאכי,יהודיה
NS00000712,2025-07-15 14:37:43,קוליפורם צואתי,750, זאכי,יהודיה
NS00000712,2025-07-29 13:45:56,E.coli MUG,900, זאכי,יהודיה
NS00000712,2025-07-29 13:45:56,קוליפורם צואתי,900, זאכי,יהודיה
NS00000712,2025-08-12 15:21:45,E.coli MUG,4000, זאכי,יהודיה
NS00000712,2025-08-12 15:21:45,קוליפורם צואתי,4000, זאכי,יהודיה
NS00000712,2025-08-26 15:42:07,E.coli MUG,פלטה מכוסה, זאכי,יהודיה
