,,,"תוצאות בקטריאליות מדיגום במסגרת פיקוח מדגמי בנחלים, סקרים, שונות ",,
קוד נקודה,תאריך דיגום,מדד בקטריאלי,תוצאה        CFU/100 ml,שם נקודה,אתר
NS00000712,2025-08-26 15:42:07,קוליפורם צואתי,פלטה מכוסה, זאכי,יהודיה
NS00000712,2025-09-07 12:15:54,E.coli MUG,2100, זאכי,יהודיה
NS00000712,2025-09-07 12:15:54,קוליפורם צואתי,2100, זאכי,יהודיה
NS00000712,2025-09-29 16:23:42,E.coli MUG,380, זאכי,יהודיה
NS00000712,2025-09-29 16:23:42,קוליפורם צואתי,650, זאכי,יהודיה
NS00000712,2025-10-15 15:15:59,E.coli MUG,80, זאכי,יהודיה
NS00000712,2025-10-15 15:15:59,קוליפורם צואתי,140, זאכי,יהודיה
NS00000712,2025-11-11 12:49:29,E.coli MUG,550, זאכי,יהודיה
NS00000712,2025-11-11 12:49:29,קוליפורם צואתי,550, זאכי,יהודיה
NS00000712,2025-12-08 13:46:43,E.coli MUG,200, זאכי,יהודיה
NS00000712,2025-12-08 13:46:43,קוליפורם צואתי,200, זאכי,יהודיה
NS00000713,2025-04-02 13:31:35,E.coli MUG,180,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-04-02 13:31:35,קוליפורם צואתי,340,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-04-22 19:00:25,E.coli MUG,300,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-04-22 19:00:25,קוליפורם צואתי,300,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-05-07 13:51:05,E.coli MUG,120,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-05-07 13:51:05,קוליפורם צואתי,230,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-05-20 09:00:42,E.coli MUG,230,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-05-20 09:00:42,קוליפורם צואתי,330,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-06-03 16:12:20,E.coli MUG,550,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-06-03 16:12:20,קוליפורם צואתי,550,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-07-01 13:36:51,E.coli MUG,350,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-07-01 13:36:51,קוליפורם צואתי,350,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-07-15 14:37:43,E.coli MUG,440,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-07-15 14:37:43,קוליפורם צואתי,440,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-07-29 13:45:56,E.coli MUG,500,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-07-29 13:45:56,קוליפורם צואתי,500,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-08-12 15:21:45,E.coli MUG,800,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-08-12 15:21:45,קוליפורם צואתי,800,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-08-26 15:42:07,E.coli MUG,1600,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-08-26 15:42:07,קוליפורם צואתי,1600,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-09-07 12:15:54,E.coli MUG,550,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-09-07 12:15:54,קוליפורם צואתי,550,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-09-29 16:23:42,E.coli MUG,240,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-09-29 16:23:42,קוליפורם צואתי,250,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-10-15 15:15:59,E.coli MUG,370,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-10-15 15:15:59,קוליפורם צואתי,370,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-11-11 12:49:29,E.coli MUG,500,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-11-11 12:49:29,קוליפורם צואתי,500,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-12-08 13:46:43,E.coli MUG,950,יהודיה מפל יהודיה,יהודיה
NS00000713,2025-12-08 13:46:43,קוליפורם צואתי,950,יהודיה מפל יהודיה,יהודיה
NS00000714,2025-04-02 13:31:35,E.coli MUG,850,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-04-02 13:31:35,קוליפורם צואתי,850,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-04-22 19:00:25,E.coli MUG,270,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-04-22 19:00:25,קוליפורם צואתי,270,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-05-07 13:51:05,E.coli MUG,800,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-05-07 13:51:05,קוליפורם צואתי,800,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-05-20 09:00:42,E.coli MUG,380,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-05-20 09:00:42,קוליפורם צואתי,500,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-06-03 16:12:20,E.coli MUG,2200,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-06-03 16:12:20,קוליפורם צואתי,2200,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-07-01 13:36:51,E.coli MUG,3100,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-07-01 13:36:51,קוליפורם צואתי,3100,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-07-15 14:37:43,E.coli MUG,550,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-07-15 14:37:43,קוליפורם צואתי,550,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-07-29 13:45:56,E.coli MUG,2200,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-07-29 13:45:56,קוליפורם צואתי,2200,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-08-12 15:21:45,E.coli MUG,1400,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-08-12 15:21:45,קוליפורם צואתי,1400,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-08-26 15:42:07,E.coli MUG,3000,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-08-26 15:42:07,קוליפורם צואתי,3000,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-09-07 12:15:54,E.coli MUG,2200,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-09-07 12:15:54,קוליפורם צואתי,2200,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-09-29 16:23:42,E.coli MUG,1400,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-09-29 16:23:42,קוליפורם צואתי,1400,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-10-15 15:15:59,E.coli MUG,1100,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-10-15 15:15:59,קוליפורם צואתי,1100,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-11-11 12:49:29,E.coli MUG,700,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-11-11 12:49:29,קוליפורם צואתי,750,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-12-08 13:46:43,E.coli MUG,1100,ירדן גשר אריק,ירדן טבריה
NS00000714,2025-12-08 13:46:43,קוליפורם צואתי,1100,ירדן גשר אריק,ירדן טבריה
NS00000719,2025-04-02 13:31:35,E.coli MUG,120,מג'רסה,מג'רסה
NS00000719,2025-04-02 13:31:35,קוליפורם צואתי,140,מג'רסה,מג'רסה
NS00000719,2025-04-22 19:00:25,E.coli MUG,180,מג'רסה,מג'רסה
NS00000719,2025-04-22 19:00:25,קוליפורם צואתי,180,מג'רסה,מג'רסה
NS00000719,2025-05-07 13:51:05,E.coli MUG,110,מג'רסה,מג'רסה
NS00000719,2025-05-07 13:51:05,קוליפורם צואתי,250,מג'רסה,מג'רסה
NS00000719,2025-05-20 09:00:42,E.coli MUG,240,מג'רסה,מג'רסה
NS00000719,2025-05-20 09:00:42,קוליפורם צואתי,370,מג'רסה,מג'רסה
NS00000719,2025-06-03 16:12:20,E.coli MUG,2400,מג'רסה,מג'רסה
NS00000719,2025-06-03 16:12:20,קוליפורם צואתי,2400,מג'רסה,מג'רסה
NS00000719,2025-06-08 10:50:34,E.coli MUG,250,מג'רסה,מג'רסה
NS00000719,2025-06-08 10:50:34,קוליפורם צואתי,550,מג'רסה,מג'רסה
NS00000719,2025-07-01 13:36:51,E.coli MUG,10,מג'רסה,מג'רסה
NS00000719,2025-07-01 13:36:51,קוליפורם צואתי,10,מג'רסה,מג'רסה
NS00000719,2025-07-15 14:37:43,E.coli MUG,200,מג'רסה,מג'רסה
NS00000719,2025-07-15 14:37:43,קוליפורם צואתי,200,מג'רסה,מג'רסה
NS00000719,2025-07-29 13:45:56,E.coli MUG,700,מג'רסה,מג'רסה
NS00000719,2025-07-29 13:45:56,קוליפורם צואתי,700,מג'רסה,מג'רסה
NS00000719,2025-08-03 10:28:47,E.coli MUG,20,מג'רסה,מג'רסה
NS00000719,2025-08-03 10:28:47,קוליפורם צואתי,70,מג'רסה,מג'רסה
NS00000719,2025-08-12 15:21:45,E.coli MUG,900,מג'רסה,מג'רסה
NS00000719,2025-08-12 15:21:45,קוליפורם צואתי,900,מג'רסה,מג'רסה
NS00000719,2025-08-26 15:42:07,E.coli MUG,1700,מג'רסה,מג'רסה
NS00000719,2025-08-26 15:42:07,קוליפורם צואתי,1700,מג'רסה,מג'רסה
NS00000719,2025-09-07 12:15:54,E.coli MUG,700,מג'רסה,מג'רסה
NS00000719,2025-09-07 12:15:54,קוליפורם צואתי,700,מג'רסה,מג'רסה
NS00000719,2025-09-29 16:23:42,E.coli MUG,1000,מג'רסה,מג'רסה
NS00000719,2025-09-29 16:23:42,קוליפורם צואתי,1000,מג'רסה,מג'רסה
NS00000719,2025-10-15 15:15:59,E.coli MUG,520,מג'רסה,מג'רסה
NS00000719,2025-10-15 15:15:59,קוליפורם צואתי,520,מג'רסה,מג'רסה
NS00000719,2025-11-11 12:49:29,E.coli MUG,40,מג'רסה,מג'רסה
NS00000719,2025-11-11 12:49:29,קוליפורם צואתי,40,מג'רסה,מג'רסה
NS00000719,2025-12-08 13:46:43,E.coli MUG,50,מג'רסה,מג'רסה
NS00000719,2025-12-08 13:46:43,קוליפורם צואתי,60,מג'רסה,מג'רסה
NS00000720,2025-04-02 13:31:35,E.coli MUG,550,משושים בריכת המשושים,משושים
NS00000720,2025-04-02 13:31:35,קוליפורם צואתי,570,משושים בריכת המשושים,משושים
NS00000720,2025-04-22 19:00:25,E.coli MUG,760,משושים בריכת המשושים,משושים
NS00000720,2025-04-22 19:00:25,קוליפורם צואתי,760,משושים בריכת המשושים,משושים
NS00000720,2025-05-07 13:51:05,E.coli MUG,780,משושים בריכת המשושים,משושים
NS00000720,2025-05-07 13:51:05,קוליפורם צואתי,780,משושים בריכת המשושים,משושים
NS00000720,2025-05-20 09:00:42,E.coli MUG,1900,משושים בריכת המשושים,משושים
NS00000720,2025-05-20 09:00:42,קוליפורם צואתי,1900,משושים בריכת המשושים,משושים
NS00000720,2025-06-03 16:12:20,E.coli MUG,2300,משושים בריכת המשושים,משושים
NS00000720,2025-06-03 16:12:20,קוליפורם צואתי,2300,משושים בריכת המשושים,משושים
NS00000720,2025-07-01 13:36:51,E.coli MUG,4500,משושים בריכת המשושים,משושים
NS00000720,2025-07-01 13:36:51,קוליפורם צואתי,4500,משושים בריכת המשושים,משושים
NS00000720,2025-07-15 14:37:43,E.coli MUG,3000,משושים בריכת המשושים,משושים
NS00000720,2025-07-15 14:37:43,קוליפורם צואתי,3000,משושים בריכת המשושים,משושים
NS00000720,2025-07-29 13:45:56,E.coli MUG,1900,משושים בריכת המשושים,משושים
NS00000720,2025-07-29 13:45:56,קוליפורם צואתי,1900,משושים בריכת המשושים,משושים
NS00000720,2025-08-12 15:21:45,E.coli MUG,1600,משושים בריכת המשושים,משושים
NS00000720,2025-08-12 15:21:45,קוליפורם צואתי,1600,משושים בריכת המשושים,משושים
NS00000720,2025-08-26 15:42:07,E.coli MUG,1850,משושים בריכת המשושים,משושים
NS00000720,2025-08-26 15:42:07,קוליפורם צואתי,1850,משושים בריכת המשושים,משושים
NS00000720,2025-09-07 12:15:54,E.coli MUG,2800,משושים בריכת המשושים,משושים
NS00000720,2025-09-07 12:15:54,קוליפורם צואתי,2800,משושים בריכת המשושים,משושים
NS00000720,2025-09-29 16:23:42,E.coli MUG,950,משושים בריכת המשושים,משושים
NS00000720,2025-09-29 16:23:42,קוליפורם צואתי,950,משושים בריכת המשושים,משושים
NS00000720,2025-10-15 15:15:59,E.coli MUG,1000,משושים בריכת המשושים,משושים
NS00000720,2025-10-15 15:15:59,קוליפורם צואתי,1000,משושים בריכת המשושים,משושים
NS00000720,2025-11-11 12:49:29,E.coli MUG,1100,משושים בריכת המשושים,משושים
NS00000720,2025-11-11 12:49:29,קוליפורם צואתי,1100,משושים בריכת המשושים,משושים
NS00000720,2025-12-08 13:46:43,E.coli MUG,1000,משושים בריכת המשושים,משושים
NS00000720,2025-12-08 13:46:43,קוליפורם צואתי,1000,משושים בריכת המשושים,משושים
NS00000732,2025-04-02 13:31:35,E.coli MUG,140,צלמון תחנת קמח,צלמון
NS00000732,2025-04-02 13:31:35,קוליפורם צואתי,200,צלמון תחנת קמח,צלמון
NS00000732,2025-04-22 19:00:25,E.coli MUG,200,צלמון תחנת קמח,צלמון
NS00000732,2025-04-22 19:00:25,קוליפורם צואתי,220,צלמון תחנת קמח,צלמון
NS00000732,2025-05-07 13:51:05,E.coli MUG,120,צלמון תחנת קמח,צלמון
NS00000732,2025-05-07 13:51:05,קוליפורם צואתי,170,צלמון תחנת קמח,צלמון
NS00000732,2025-05-20 09:00:42,E.coli MUG,1000,צלמון תחנת קמח,צלמון
NS00000732,2025-05-20 09:00:42,קוליפורם צואתי,1150,צלמון תחנת קמח,צלמון
NS00000732,2025-06-03 16:12:20,E.coli MUG,700,צלמון תחנת קמח,צלמון
NS00000732,2025-06-03 16:12:20,קוליפורם צואתי,700,צלמון תחנת קמח,צלמון
NS00000732,2025-07-01 13:36:51,E.coli MUG,4000,צלמון תחנת קמח,צלמון
NS00000732,2025-07-01 13:36:51,קוליפורם צואתי,4000,צלמון תחנת קמח,צלמון
NS00000732,2025-07-15 11:45:16,E.coli MUG,900,צלמון תחנת קמח,צלמון
NS00000732,2025-07-15 11:45:16,קוליפורם צואתי,900,צלמון תחנת קמח,צלמון
NS00000732,2025-07-29 13:45:56,E.coli MUG,4000,צלמון תחנת קמח,צלמון
NS00000732,2025-07-29 13:45:56,קוליפורם צואתי,4000,צלמון תחנת קמח,צלמון
NS00000732,2025-08-12 15:21:45,E.coli MUG,4800,צלמון תחנת קמח,צלמון
NS00000732,2025-08-12 15:21:45,קוליפורם צואתי,4800,צלמון תחנת קמח,צלמון
NS00000732,2025-08-26 15:38:37,E.coli MUG,4400,צלמון תחנת קמח,צלמון
NS00000732,2025-08-26 15:38:37,קוליפורם צואתי,4400,צלמון תחנת קמח,צלמון
NS00000732,2025-09-07 12:15:54,E.coli MUG,2200,צלמון תחנת קמח,צלמון
NS00000732,2025-09-07 12:15:54,קוליפורם צואתי,2200,צלמון תחנת קמח,צלמון
NS00000732,2025-09-29 16:23:42,E.coli MUG,2200,צלמון תחנת קמח,צלמון
NS00000732,2025-09-29 16:23:42,קוליפורם צואתי,2200,צלמון תחנת קמח,צלמון
NS00000732,2025-10-15 15:15:59,E.coli MUG,220,צלמון תחנת קמח,צלמון
NS00000732,2025-10-15 15:15:59,קוליפורם צואתי,220,צלמון תחנת קמח,צלמון
NS00000732,2025-12-08 13:46:43,E.coli MUG,3500,צלמון תחנת קמח,צלמון
NS00000732,2025-12-08 13:46:43,קוליפורם צואתי,3500,צלמון תחנת קמח,צלמון
NS00001767,2025-04-02 13:31:35,E.coli MUG,100,צלמון ברכת חרוב,צלמון
NS00001767,2025-04-02 13:31:35,קוליפורם צואתי,110,צלמון ברכת חרוב,צלמון
NS00001767,2025-04-22 19:00:25,E.coli MUG,260,צלמון ברכת חרוב,צלמון
NS00001767,2025-04-22 19:00:25,קוליפורם צואתי,260,צלמון ברכת חרוב,צלמון
NS00001767,2025-05-07 13:51:05,E.coli MUG,300,צלמון ברכת חרוב,צלמון
NS00001767,2025-05-07 13:51:05,קוליפורם צואתי,300,צלמון ברכת חרוב,צלמון
NS00001767,2025-05-20 09:00:42,E.coli MUG,240,צלמון ברכת חרוב,צלמון
NS00001767,2025-05-20 09:00:42,קוליפורם צואתי,600,צלמון ברכת חרוב,צלמון
NS00001767,2025-06-03 16:12:20,E.coli MUG,950,צלמון ברכת חרוב,צלמון
NS00001767,2025-06-03 16:12:20,קוליפורם צואתי,950,צלמון ברכת חרוב,צלמון
NS00001767,2025-07-01 13:36:51,E.coli MUG,1200,צלמון ברכת חרוב,צלמון
NS00001767,2025-07-01 13:36:51,קוליפורם צואתי,1200,צלמון ברכת חרוב,צלמון
NS00001767,2025-07-15 11:45:16,E.coli MUG,850,צלמון ברכת חרוב,צלמון
NS00001767,2025-07-15 11:45:16,קוליפורם צואתי,850,צלמון ברכת חרוב,צלמון
NS00001767,2025-07-29 13:45:56,E.coli MUG,1400,צלמון ברכת חרוב,צלמון
NS00001767,2025-07-29 13:45:56,קוליפורם צואתי,1400,צלמון ברכת חרוב,צלמון
NS00001767,2025-08-12 15:21:45,E.coli MUG,900,צלמון ברכת חרוב,צלמון
NS00001767,2025-08-12 15:21:45,קוליפורם צואתי,900,צלמון ברכת חרוב,צלמון
NS00001767,2025-08-26 15:38:37,E.coli MUG,2600,צלמון ברכת חרוב,צלמון
NS00001767,2025-08-26 15:38:37,קוליפורם צואתי,2600,צלמון ברכת חרוב,צלמון
NS00001767,2025-09-07 12:15:54,E.coli MUG,500,צלמון ברכת חרוב,צלמון
NS00001767,2025-09-07 12:15:54,קוליפורם צואתי,550,צלמון ברכת חרוב,צלמון
NS00001767,2025-09-29 16:23:42,E.coli MUG,פלטה מכוסה,צלמון ברכת חרוב,צלמון
NS00001767,2025-09-29 16:23:42,קוליפורם צואתי,פלטה מכוסה,צלמון ברכת חרוב,צלמון
NS00001767,2025-10-15 15:15:59,E.coli MUG,350,צלמון ברכת חרוב,צלמון
NS00001767,2025-10-15 15:15:59,קוליפורם צואתי,350,צלמון ברכת חרוב,צלמון
NS00001767,2025-11-11 12:49:29,E.coli MUG,2000,צלמון ברכת חרוב,צלמון
NS00001767,2025-11-11 12:49:29,קוליפורם צואתי,2100,צלמון ברכת חרוב,צלמון
NS00001767,2025-12-08 13:46:43,E.coli MUG,50,צלמון ברכת חרוב,צלמון
NS00001767,2025-12-08 13:46:43,קוליפורם צואתי,100,צלמון ברכת חרוב,צלמון
NS00000730,2025-04-02 13:31:35,E.coli MUG,10,כזיב בריכת הדלבים,כזיב
NS00000730,2025-04-02 13:31:35,קוליפורם צואתי,10,כזיב בריכת הדלבים,כזיב
NS00000730,2025-04-22 19:00:25,E.coli MUG,40,כזיב בריכת הדלבים,כזיב
NS00000730,2025-04-22 19:00:25,קוליפורם צואתי,40,כזיב בריכת הדלבים,כזיב
NS00000730,2025-05-07 13:51:05,E.coli MUG,80,כזיב בריכת הדלבים,כזיב
NS00000730,2025-05-07 13:51:05,קוליפורם צואתי,100,כזיב בריכת הדלבים,כזיב
NS00000730,2025-05-20 09:00:42,E.coli MUG,90,כזיב בריכת הדלבים,כזיב
NS00000730,2025-05-20 09:00:42,קוליפורם צואתי,90,כזיב בריכת הדלבים,כזיב
NS00000730,2025-06-03 16:12:20,E.coli MUG,40,כזיב בריכת הדלבים,כזיב
NS00000730,2025-06-03 16:12:20,קוליפורם צואתי,40,כזיב בריכת הדלבים,כזיב
NS00000730,2025-07-01 13:36:51,E.coli MUG,240,כזיב בריכת הדלבים,כזיב
NS00000730,2025-07-01 13:36:51,קוליפורם צואתי,240,כזיב בריכת הדלבים,כזיב
NS00000730,2025-07-15 11:45:16,E.coli MUG,350,כזיב בריכת הדלבים,כזיב
NS00000730,2025-07-15 11:45:16,קוליפורם צואתי,350,כזיב בריכת הדלבים,כזיב
NS00000730,2025-07-29 13:45:56,E.coli MUG,140,כזיב בריכת הדלבים,כזיב
NS00000730,2025-07-29 13:45:56,קוליפורם צואתי,300,כזיב בריכת הדלבים,כזיב
NS00000730,2025-08-12 15:21:45,E.coli MUG,180,כזיב בריכת הדלבים,כזיב
NS00000730,2025-08-12 15:21:45,קוליפורם צואתי,300,כזיב בריכת הדלבים,כזיב
NS00000730,2025-08-26 15:38:37,E.coli MUG,1700,כזיב בריכת הדלבים,כזיב
NS00000730,2025-08-26 15:38:37,קוליפורם צואתי,1700,כזיב בריכת הדלבים,כזיב
NS00000730,2025-09-07 12:15:54,E.coli MUG,650,כזיב בריכת הדלבים,כזיב
NS00000730,2025-09-07 12:15:54,קוליפורם צואתי,650,כזיב בריכת הדלבים,כזיב
NS00000730,2025-09-29 16:23:42,E.coli MUG,230,כזיב בריכת הדלבים,כזיב
NS00000730,2025-09-29 16:23:42,קוליפורם צואתי,340,כזיב בריכת הדלבים,כזיב
NS00000730,2025-10-15 15:15:59,E.coli MUG,300,כזיב בריכת הדלבים,כזיב
NS00000730,2025-10-15 15:15:59,קוליפורם צואתי,300,כזיב בריכת הדלבים,כזיב
NS00000730,2025-11-11 12:49:29,E.coli MUG,600,כזיב בריכת הדלבים,כזיב
NS00000730,2025-11-11 12:49:29,קוליפורם צואתי,650,כזיב בריכת הדלבים,כזיב
NS00000730,2025-12-08 13:46:43,E.coli MUG,4500,כזיב בריכת הדלבים,כזיב
NS00000730,2025-12-08 13:46:43,קוליפורם צואתי,4500,כזיב בריכת הדלבים,כזיב
NS00000731,2025-04-02 13:31:35,E.coli MUG,<10,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-04-02 13:31:35,קוליפורם צואתי,20,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-04-22 19:00:25,E.coli MUG,60,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-04-22 19:00:25,קוליפורם צואתי,90,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-05-07 13:51:05,E.coli MUG,30,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-05-07 13:51:05,קוליפורם צואתי,40,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-05-20 09:00:42,E.coli MUG,110,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-05-20 09:00:42,קוליפורם צואתי,150,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-06-03 16:12:20,E.coli MUG,80,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-06-03 16:12:20,קוליפורם צואתי,80,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-07-01 13:36:51,E.coli MUG,200,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-07-01 13:36:51,קוליפורם צואתי,350,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-07-15 11:45:16,E.coli MUG,50,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-07-15 11:45:16,קוליפורם צואתי,70,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-07-29 13:45:56,E.coli MUG,50,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-07-29 13:45:56,קוליפורם צואתי,80,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-08-12 15:21:45,E.coli MUG,180,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-08-12 15:21:45,קוליפורם צואתי,450,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-08-26 15:38:37,E.coli MUG,1200,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-08-26 15:38:37,קוליפורם צואתי,1200,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-09-07 12:15:54,E.coli MUG,70,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-09-07 12:15:54,קוליפורם צואתי,600,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-09-29 16:23:42,E.coli MUG,150,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-09-29 16:23:42,קוליפורם צואתי,200,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-10-15 15:15:59,E.coli MUG,20,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-10-15 15:15:59,קוליפורם צואתי,20,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-11-11 12:49:29,E.coli MUG,550,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-11-11 12:49:29,קוליפורם צואתי,1700,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-12-08 13:46:43,E.coli MUG,800,כזיב בריכת עין טמיר,כזיב
NS00000731,2025-12-08 13:46:43,קוליפורם צואתי,800,כזיב בריכת עין טמיר,כזיב
NS00002002,2025-04-02 13:31:35,E.coli MUG,10,כזיב עין זיו,כזיב
NS00002002,2025-04-02 13:31:35,קוליפורם צואתי,10,כזיב עין זיו,כזיב
NS00002002,2025-04-22 19:00:25,קוליפורם צואתי,<10,כזיב עין זיו,כזיב
NS00002002,2025-05-07 13:51:05,E.coli MUG,10,כזיב עין זיו,כזיב
NS00002002,2025-05-07 13:51:05,קוליפורם צואתי,10,כזיב עין זיו,כזיב
NS00002002,2025-05-20 09:00:42,E.coli MUG,20,כזיב עין זיו,כזיב
NS00002002,2025-05-20 09:00:42,קוליפורם צואתי,20,כזיב עין זיו,כזיב
NS00002002,2025-06-03 16:12:20,E.coli MUG,90,כזיב עין זיו,כזיב
NS00002002,2025-06-03 16:12:20,קוליפורם צואתי,220,כזיב עין זיו,כזיב
NS00002002,2025-07-01 13:36:51,E.coli MUG,90,כזיב עין זיו,כזיב
NS00002002,2025-07-01 13:36:51,קוליפורם צואתי,270,כזיב עין זיו,כזיב
NS00002002,2025-07-15 11:45:16,E.coli MUG,40,כזיב עין זיו,כזיב
NS00002002,2025-07-15 11:45:16,קוליפורם צואתי,50,כזיב עין זיו,כזיב
NS00002002,2025-07-29 13:45:56,E.coli MUG,20,כזיב עין זיו,כזיב
NS00002002,2025-07-29 13:45:56,קוליפורם צואתי,70,כזיב עין זיו,כזיב
NS00002002,2025-08-12 15:21:45,E.coli MUG,210,כזיב עין זיו,כזיב
NS00002002,2025-08-12 15:21:45,קוליפורם צואתי,550,כזיב עין זיו,כזיב
NS00002002,2025-08-26 15:38:37,E.coli MUG,1350,כזיב עין זיו,כזיב
NS00002002,2025-08-26 15:38:37,קוליפורם צואתי,1350,כזיב עין זיו,כזיב
NS00002002,2025-09-07 12:15:54,E.coli MUG,160,כזיב עין זיו,כזיב
NS00002002,2025-09-07 12:15:54,קוליפורם צואתי,420,כזיב עין זיו,כזיב
NS00002002,2025-09-29 16:23:42,E.coli MUG,<10,כזיב עין זיו,כזיב
NS00002002,2025-09-29 16:23:42,קוליפורם צואתי,30,כזיב עין זיו,כזיב
NS00002002,2025-10-15 15:15:59,E.coli MUG,80,כזיב עין זיו,כזיב
NS00002002,2025-10-15 15:15:59,קוליפורם צואתי,170,כזיב עין זיו,כזיב
NS00002002,2025-11-11 12:49:29,קוליפורם צואתי,<10,כזיב עין זיו,כזיב
NS00002002,2025-12-08 13:46:43,E.coli MUG,6000,כזיב עין זיו,כזיב
NS00002002,2025-12-08 13:46:43,קוליפורם צואתי,6000,כזיב עין זיו,כזיב
NS00002003,2025-04-02 13:31:35,E.coli MUG,40,כזיב חרדלית,כזיב
NS00002003,2025-04-02 13:31:35,קוליפורם צואתי,40,כזיב חרדלית,כזיב
NS00002003,2025-04-22 19:00:25,E.coli MUG,270,כזיב חרדלית,כזיב
NS00002003,2025-04-22 19:00:25,קוליפורם צואתי,270,כזיב חרדלית,כזיב
NS00002003,2025-05-07 13:51:05,E.coli MUG,80,כזיב חרדלית,כזיב
NS00002003,2025-05-07 13:51:05,קוליפורם צואתי,90,כזיב חרדלית,כזיב
NS00002003,2025-05-20 09:00:42,E.coli MUG,450,כזיב חרדלית,כזיב
